代號,名稱,年月日,開盤價(元),最高價(元),最低價(元),收盤價(元),成交量(千股),成交值(千元),報酬率％,週轉率％,流通在外股數(千股),市值(百萬元),最後揭示買價,最後揭示賣價,報酬率-Ln,市值比重％,成交值比重％,成交筆數(筆),本益比-TSE,本益比-TEJ,股價淨值比-TSE,股價淨值比-TEJ,漲跌停,股價營收比-TEJ,股利殖利率-TSE,現金股利率,股價漲跌(元),高低價差%,次日開盤參考價,次日漲停價,次日跌停價,注意股票(A),處置股票(D),全額交割(Y),市場別
Y9999,加權指數,2018/12/05,9971.98,9971.98,9895.29,9916.74,"4,775,470","115,520,209",-1.6542,0.2926,"704,890,589","29,637,105",,,-1.668,100,100,"1,028,395",,14.4609,,1.5479,,0.9446,,4.42,-166.8,0.7605,,,,,,,TSE
Y9999,加權指數,2018/12/04,10120.43,10126.02,10061.7,10083.54,"5,608,425","145,775,659",-0.5359,0.3699,"704,567,227","30,130,818",,,-0.5374,100,100,"1,229,128",,14.7012,,1.5736,,0.9602,,4.3476,-54.33,0.6345,,,,,,,TSE
Y9999,加權指數,2018/12/03,9979.21,10148.75,9979.21,10137.87,"6,946,878","170,729,899",2.5267,0.4462,"704,895,008","30,297,192",,,2.4953,100,100,"1,404,681",,14.7804,,1.5818,,0.9653,,4.3205,249.84,1.7146,,,,,,,TSE
Y9999,加權指數,2018/11/30,9899.24,9957.63,9888.03,9888.03,"6,607,048","171,330,290",0.027,0.5524,"681,548,191","28,148,501",,,0.027,100,100,"1,194,817",,14.6532,,1.6299,,1.1314,,4.4564,2.67,0.7041,,,,,,,TSE
Y9999,加權指數,2018/11/29,9959.87,10001.85,9885.36,9885.36,"5,863,859","144,250,279",0.0106,0.3763,"681,526,451","28,139,852",,,0.0106,100,100,"1,251,496",,14.6502,,1.6296,,1.1312,,4.4577,1.05,1.1785,,,,,,,TSE
Y9999,加權指數,2018/11/28,9774.03,9890.89,9767.14,9884.31,"5,413,428","128,734,696",1.0808,0.3462,"681,734,684","28,152,731",,,1.075,100,100,"1,162,414",,14.6475,,1.6297,,1.1311,,4.4608,105.69,1.2655,,,,,,,TSE
Y9999,加權指數,2018/11/27,9728.95,9781.4,9688.74,9778.62,"4,333,008","101,892,393",0.1358,0.2814,"681,734,344","27,851,890",,,0.1357,100,100,"939,355",,14.4998,,1.6133,,1.1197,,4.509,13.26,0.9489,,,,,,,TSE
Y9999,加權指數,2018/11/26,9679.98,9847.35,9679.98,9765.36,"3,938,988","91,104,691",1.0143,0.2554,"681,730,409","27,815,057",,,1.0092,100,100,"837,578",,14.4827,,1.6114,,1.1184,,4.5149,98.06,1.7313,,,,,,,TSE
Y9999,加權指數,2018/11/23,9730.64,9738.8,9654.91,9667.3,"3,712,052","77,557,383",-0.488,0.2197,"681,699,409","27,536,911",,,-0.4892,100,100,"763,758",,14.3391,,1.5954,,1.1073,,4.5605,-47.41,0.8635,,,,,,,TSE
Y9999,加權指數,2018/11/22,9769.33,9792.99,9702.77,9714.71,"4,054,665","99,885,638",-0.2752,0.2437,"681,707,334","27,671,105",,,-0.2756,100,100,"899,121",,14.4089,,1.6032,,1.1127,,4.5384,-26.81,0.9261,,,,,,,TSE
Y9999,加權指數,2018/11/21,9698.52,9753.69,9632.47,9741.52,"4,168,359","102,767,422",-0.0253,0.2461,"682,733,680","27,759,558",,,-0.0254,100,100,"905,563",,14.4596,,1.6072,,1.1151,,4.5243,-2.47,1.244,,,,,,,TSE
Y9999,加權指數,2018/11/20,9788.95,9800.03,9726.8,9743.99,"3,958,878","94,008,900",-0.8618,0.2216,"682,735,602","27,767,901",,,-0.8655,100,100,"848,729",,14.4624,,1.6075,,1.1153,,4.5229,-84.7,0.7451,,,,,,,TSE
Y9999,加權指數,2018/11/19,9795.47,9836.02,9779.4,9828.69,"4,034,353","93,254,848",0.3225,0.2413,"682,685,540","28,006,711",,,0.322,100,100,"843,800",,14.5836,,1.621,,1.1247,,4.4844,31.6,0.5779,,,,,,,TSE
Y9999,加權指數,2018/11/16,9819.05,9851.29,9770.87,9797.09,"4,804,811","118,255,028",-0.2989,0.3223,"682,829,974","27,918,525",,,-0.2993,100,100,"1,052,058",,14.5375,,1.6156,,1.1212,,4.4985,-29.37,0.8184,,,,,,,TSE
Y9999,加權指數,2018/11/15,9806.58,9844.39,9755.12,9826.46,"4,542,438","98,471,208",0.3531,0.2953,"682,829,444","28,000,005",,,0.3525,100,100,"944,258",,14.5826,,1.6206,,1.1246,,4.4854,34.58,0.9117,,,,,,,TSE
Y9999,加權指數,2018/11/14,9799.69,9823.25,9763.89,9791.88,"4,771,348","104,728,193",0.1641,0.2953,"682,757,326","27,900,948",,,0.1639,100,100,"979,042",,14.5302,,1.6148,,1.1206,,4.5013,16.04,0.6072,,,,,,,TSE
Y9999,加權指數,2018/11/13,9727.17,9777.35,9616.16,9775.84,"5,100,040","113,499,302",-0.5632,0.2801,"682,785,212","27,853,480",,,-0.5648,100,100,"997,621",,14.5056,,1.612,,1.1187,,4.5035,-55.37,1.6396,,,,,,,TSE
Y9999,加權指數,2018/11/12,9806.8,9875.84,9764.46,9831.21,"4,124,137","91,773,138",0.0122,0.2293,"682,803,434","28,010,681",,,0.0122,100,100,"806,689",,14.5849,,1.6208,,1.1248,,4.4837,1.2,1.1331,,,,,,,TSE
Y9999,加權指數,2018/11/09,9921.78,9921.78,9798.45,9830.01,"4,442,314","102,758,206",-1.1593,0.2387,"682,857,389","28,007,210",,,-1.1661,100,100,"887,771",,14.5843,,1.6208,,1.1248,,4.4843,-115.3,1.2401,,,,,,,TSE
Y9999,加權指數,2018/11/08,9958.47,10014.42,9938.55,9945.31,"5,069,149","120,542,918",0.373,0.3021,"682,864,083","28,333,955",,,0.3723,100,100,"1,022,681",,14.7539,,1.6396,,1.1378,,4.4326,36.96,0.7657,,,,,,,TSE
Y9999,加權指數,2018/11/07,9818.15,9912.53,9817.95,9908.35,"4,947,603","118,542,249",0.8489,0.2774,"682,864,100","28,229,679",,,0.8453,100,100,"970,925",,14.7006,,1.6337,,1.1337,,4.4489,83.4,0.9627,,,,,,,TSE
Y9999,加權指數,2018/11/06,9888.41,9899.97,9782.86,9824.95,"4,909,283","119,195,612",-0.6558,0.2965,"682,789,349","27,989,104",,,-0.658,100,100,"954,177",,14.574,,1.6196,,1.124,,4.4872,-64.86,1.1841,,,,,,,TSE
Y9999,加權指數,2018/11/05,9856.85,9889.81,9786.25,9889.81,"4,881,248","108,896,623",-0.1694,0.2908,"682,791,349","28,174,347",,,-0.1695,100,100,"889,652",,14.6694,,1.6303,,1.1313,,4.4577,-16.78,1.0454,,,,,,,TSE
Y9999,加權指數,2018/11/02,9871.4,9906.59,9817.29,9906.59,"6,166,533","153,949,424",0.6283,0.3315,"683,173,687","28,224,217",,,0.6263,100,100,"1,205,983",,14.6993,,1.6329,,1.133,,4.4498,61.85,0.9071,,,,,,,TSE
Y9999,加權指數,2018/11/01,9812.2,9869.59,9742.61,9844.74,"5,494,351","128,962,572",0.4347,0.298,"683,178,687","28,046,822",,,0.4338,100,100,"1,061,737",,14.6063,,1.6226,,1.1258,,4.4779,42.61,1.2954,,,,,,,TSE
Y9999,加權指數,2018/10/31,9588.86,9802.13,9588.86,9802.13,"5,330,499","132,007,293",2.8975,0.3315,"680,540,285","27,847,121",,,2.8563,100,100,"1,050,447",,14.5317,,1.6164,,1.1201,,4.4995,276.02,2.2388,,,,,,,TSE
Y9999,加權指數,2018/10/30,9508.81,9574.83,9481.66,9526.11,"4,538,617","101,211,393",0.1029,0.2494,"680,143,779","27,059,797",,,0.1028,100,100,"920,901",,14.1187,,1.5704,,1.0883,,4.6306,9.79,0.9791,,,,,,,TSE
Y9999,加權指數,2018/10/29,9515.43,9554.35,9459.12,9516.32,"4,694,880","106,914,160",0.286,0.2654,"680,148,539","27,034,060",,,0.2856,100,100,"938,929",,14.1047,,1.5689,,1.0872,,4.635,27.14,1.0036,,,,,,,TSE
Y9999,加權指數,2018/10/26,9570.19,9629.07,9400.69,9489.18,"5,138,373","132,856,048",-0.332,0.3358,"680,148,539","26,953,307",,,-0.3326,100,100,"1,137,098",,14.0603,,1.5639,,1.0838,,4.6489,-31.61,2.3988,,,,,,,TSE
Y9999,加權指數,2018/10/25,9622.95,9622.95,9475.61,9520.79,"5,692,966","132,317,833",-2.4449,0.3648,"680,152,323","27,040,996",,,-2.4753,100,100,"1,158,778",,14.1083,,1.5693,,1.0875,,4.6338,-238.61,1.5097,,,,,,,TSE
Y9999,加權指數,2018/10/24,9774.29,9809.19,9667.85,9759.4,"5,256,076","124,922,171",-0.1616,0.3188,"680,307,343","27,726,575",,,-0.1618,100,100,"1,095,016",,14.4588,,1.6084,,1.1146,,4.5222,-15.8,1.4459,,,,,,,TSE
Y9999,加權指數,2018/10/23,9912.28,9912.28,9775.2,9775.2,"4,586,506","103,403,340",-1.9959,0.2553,"680,307,343","27,770,842",,,-2.0161,100,100,"930,519",,14.4825,,1.611,,1.1164,,4.515,-199.08,1.3743,,,,,,,TSE
Y9999,加權指數,2018/10/22,9871.3,9984.15,9822.15,9974.28,"4,612,358","102,262,156",0.5547,0.2246,"680,307,343","28,334,804",,,0.5531,100,100,"876,585",,14.779,,1.644,,1.1393,,4.4251,55.02,1.6332,,,,,,,TSE
Y9999,加權指數,2018/10/19,9879.47,9919.26,9762.91,9919.26,"5,105,938","126,617,932",-0.3463,0.3615,"680,307,625","28,178,424",,,-0.3469,100,100,"1,008,528",,14.6967,,1.6349,,1.1329,,4.4497,-34.47,1.5708,,,,,,,TSE
Y9999,加權指數,2018/10/18,9975.46,10019.5,9919.79,9953.73,"3,934,317","97,721,028",-0.2546,0.2444,"680,207,625","28,277,062",,,-0.255,100,100,"850,099",,14.7458,,1.6403,,1.1367,,4.4341,-25.41,0.9992,,,,,,,TSE
Y9999,加權指數,2018/10/17,10048.43,10127.01,9978.25,9979.14,"4,428,849","115,453,288",-0.0196,0.268,"699,495,124","29,596,513",,,-0.0196,100,100,"992,373",,14.7883,,1.5994,,0.9907,,4.3672,-1.96,1.4904,,,,,,,TSE
Y9999,加權指數,2018/10/16,9891.97,10011.19,9888.73,9981.1,"4,364,437","108,949,107",0.8078,0.2747,"699,495,124","29,602,582",,,0.8045,100,100,"956,442",,14.7937,,1.6,,0.991,,4.3663,79.98,1.2368,,,,,,,TSE
Y9999,加權指數,2018/10/15,9989.63,9989.63,9890.47,9901.12,"4,747,150","118,262,085",-1.4403,0.2984,"699,493,297","29,364,785",,,-1.4508,100,100,"986,754",,14.6753,,1.5872,,0.9831,,4.4016,-144.69,0.9871,,,,,,,TSE
Y9999,加權指數,2018/10/12,9811.58,10046.01,9740.76,10045.81,"5,971,925","148,226,100",2.4444,0.3986,"699,166,145","29,792,817",,,2.415,100,100,"1,281,351",,14.8907,,1.6105,,0.9975,,4.3384,239.7,3.1129,,,,,,,TSE
Y9999,加權指數,2018/10/11,10272.04,10272.04,9797.93,9806.11,"8,106,979","209,449,508",-6.3125,0.6293,"699,171,236","29,080,556",,,-6.5206,100,100,"1,784,048",,14.5343,,1.5719,,0.9736,,4.4446,-660.72,4.5296,,,,,,,TSE
Y9999,加權指數,2018/10/09,10464.39,10503.1,10428.97,10466.83,"4,697,177","122,748,305",0.1042,0.3104,"700,107,249","31,065,749",,,0.1042,100,100,"1,029,787",,15.5039,,1.677,,1.0391,,4.1636,10.9,0.709,,,,,,,TSE
Y9999,加權指數,2018/10/08,10467.85,10507.83,10403.13,10455.93,"4,568,330","126,873,773",-0.5818,0.2602,"700,107,249","31,033,887",,,-0.5835,100,100,"963,348",,15.4842,,1.6748,,1.0378,,4.1678,-61.19,0.9955,,,,,,,TSE
Y9999,加權指數,2018/10/05,10665.29,10669.63,10446.94,10517.12,"5,546,633","150,512,774",-1.8826,0.3948,"700,110,849","31,214,328",,,-1.9005,100,100,"1,239,882",,15.5731,,1.6844,,1.0437,,4.1437,-201.79,2.0775,,,,,,,TSE
Y9999,加權指數,2018/10/04,10826.19,10826.19,10707.76,10718.91,"4,190,095","113,254,815",-1.335,0.2711,"700,110,849","31,813,759",,,-1.344,100,100,"935,145",,15.8686,,1.7164,,1.0635,,4.0657,-145.03,1.0901,,,,,,,TSE
Y9999,加權指數,2018/10/03,10918.74,10926.73,10839.46,10863.94,"3,933,472","101,057,612",-0.51,0.2456,"700,428,904","32,273,146",,,-0.5113,100,100,"860,847",,16.082,,1.7388,,1.0782,,4.0097,-55.69,0.7992,,,,,,,TSE
Y9999,加權指數,2018/10/02,11048.89,11064.34,10906.42,10919.63,"4,364,344","108,518,025",-1.1959,0.2619,"700,428,904","32,437,362",,,-1.2031,100,100,"887,779",,16.1652,,1.7478,,1.0838,,3.9894,-132.17,1.4289,,,,,,,TSE
Y9999,加權指數,2018/10/01,11014.19,11062.43,11012.95,11051.8,"3,999,456","93,893,565",0.413,0.2375,"700,428,904","32,831,056",,,0.4122,100,100,"818,813",,16.3635,,1.7693,,1.0971,,3.9415,45.46,0.4496,,,,,,,TSE
Y9999,加權指數,2018/09/28,11050.09,11073.95,10966.96,11006.34,"4,882,600","139,261,965",-0.2524,0.3198,"697,350,656","32,635,815",,,-0.2527,100,100,"1,008,212",,16.8362,,1.7109,,1.1187,,3.9627,-27.85,0.9696,,,,,,,TSE
Y9999,加權指數,2018/09/27,10973.77,11051.09,10961.27,11034.19,"4,678,006","123,961,237",0.5467,0.3022,"697,322,731","32,714,169",,,0.5452,100,100,"986,665",,16.8782,,1.7152,,1.1215,,3.9532,60,0.8185,,,,,,,TSE
Y9999,加權指數,2018/09/26,10974.08,11007.35,10947.29,10974.19,"4,424,515","108,035,162",-0.0424,0.2685,"698,994,437","32,595,417",,,-0.0425,100,100,"900,445",,16.6987,,1.7037,,1.1169,,3.9778,-4.66,0.5471,,,,,,,TSE
Y9999,加權指數,2018/09/25,10959.56,11003.49,10941.77,10978.85,"4,454,281","116,239,959",0.0587,0.292,"698,994,437","32,607,737",,,0.0587,100,100,"930,351",,16.7047,,1.7043,,1.1173,,3.9763,6.44,0.5625,,,,,,,TSE
Y9999,加權指數,2018/09/21,10857.1,10972.41,10835.84,10972.41,"5,329,716","159,611,079",1.3018,0.3712,"698,997,933","32,584,753",,,1.2934,100,100,"1,088,187",,16.6946,,1.7032,,1.1166,,3.9791,141,1.2609,,,,,,,TSE
Y9999,加權指數,2018/09/20,10886.19,10908.36,10814.54,10831.41,"4,812,017","135,188,750",-0.2382,0.3048,"698,998,350","32,165,969",,,-0.2385,100,100,"996,376",,16.479,,1.6812,,1.1022,,4.0309,-25.86,0.8641,,,,,,,TSE
Y9999,加權指數,2018/09/19,10808.5,10882.75,10808.5,10857.27,"4,940,750","133,093,371",0.902,0.2931,"700,698,732","32,314,163",,,0.898,100,100,"1,007,088",,16.4921,,1.6842,,1.0869,,4.0265,97.06,0.69,,,,,,,TSE
Y9999,加權指數,2018/09/18,10794.22,10806.56,10750.81,10760.21,"4,614,731","118,127,603",-0.6317,0.2802,"700,645,438","32,025,288",,,-0.6337,100,100,"934,460",,16.3453,,1.6692,,1.0772,,4.0628,-68.4,0.5148,,,,,,,TSE
Y9999,加權指數,2018/09/17,10881.78,10883.98,10806.73,10828.61,"4,052,796","91,029,213",-0.3637,0.2447,"703,461,089","32,257,466",,,-0.3644,100,100,"779,311",,16.4724,,1.6775,,1.084,,4.0348,-39.53,0.7108,,,,,,,TSE
Y9999,加權指數,2018/09/14,10776.53,10882.04,10770.47,10868.14,"4,848,643","129,180,686",1.3136,0.3,"703,462,489","32,374,480",,,1.305,100,100,"1,010,627",,16.5319,,1.6836,,1.0879,,4.0202,140.91,1.0401,,,,,,,TSE
Y9999,加權指數,2018/09/13,10726.67,10758.84,10701.25,10727.23,"4,279,561","115,705,658",0.0435,0.2636,"703,462,489","31,955,977",,,0.0435,100,100,"929,226",,16.3188,,1.6619,,1.0739,,4.0729,4.66,0.5371,,,,,,,TSE
Y9999,加權指數,2018/09/12,10762.91,10779.93,10667.25,10722.57,"4,602,769","125,287,499",-0.2765,0.2858,"704,660,223","32,016,586",,,-0.2769,100,100,"967,583",,16.3252,,1.6625,,1.0754,,4.0722,-29.73,1.048,,,,,,,TSE
Y9999,加權指數,2018/09/11,10723,10765.42,10669.59,10752.3,"4,711,558","129,754,226",0.2471,0.3179,"704,660,223","32,104,528",,,0.2468,100,100,"979,407",,16.3693,,1.667,,1.0783,,4.0611,26.5,0.8935,,,,,,,TSE
Y9999,加權指數,2018/09/10,10869.8,10877.72,10689.29,10725.8,"5,324,887","156,527,620",-1.1173,0.3882,"704,451,700","32,025,345",,,-1.1236,100,100,"1,166,823",,16.3275,,1.6632,,1.0871,,4.0711,-121.19,1.7372,,,,,,,TSE
Y9999,加權指數,2018/09/07,10922.55,10922.55,10807.56,10846.99,"5,429,698","153,258,481",-0.7077,0.3621,"704,448,833","32,386,642",,,-0.7102,100,100,"1,176,559",,16.5093,,1.6816,,1.0877,,4.0255,-77.31,1.0526,,,,,,,TSE
Y9999,加權指數,2018/09/06,11016.92,11016.92,10905.34,10924.3,"4,796,498","131,740,185",-0.6442,0.2975,"704,448,833","32,618,495",,,-0.6463,100,100,"960,303",,16.6252,,1.6934,,1.0954,,3.9973,-70.83,1.0148,,,,,,,TSE
Y9999,加權指數,2018/09/05,11042.41,11058.06,10989.93,10995.13,"4,513,317","118,944,366",-0.2382,0.277,"706,149,767","32,858,137",,,-0.2385,100,100,"883,251",,16.7577,,1.704,,1.1027,,3.9686,-26.25,0.6182,,,,,,,TSE
Y9999,加權指數,2018/09/04,10981.39,11028.27,10956.49,11021.38,"4,170,510","117,853,372",0.5213,0.2438,"705,929,410","32,936,468",,,0.52,100,100,"795,778",,16.7972,,1.7081,,1.1053,,3.9592,57.16,0.6547,,,,,,,TSE
Y9999,加權指數,2018/09/03,11087.86,11097.11,10952.85,10964.22,"4,234,197","113,149,801",-0.9013,0.2731,"705,557,890","32,765,481",,,-0.9054,100,100,"888,862",,16.708,,1.699,,1.0994,,3.9798,-99.72,1.3039,,,,,,,TSE
Y9999,加權指數,2018/08/31,11037.26,11063.94,10987.68,11063.94,"4,458,244","121,926,331",-0.2687,0.3017,"704,414,206","33,027,953",,,-0.2691,100,100,"847,882",,16.7979,,1.7143,,1.1098,,3.9472,-29.81,0.6874,,,,,,,TSE
Y9999,加權指數,2018/08/30,11153.97,11186.05,11080.07,11093.75,"4,462,463","115,793,123",-0.0524,0.2755,"704,331,459","33,110,725",,,-0.0524,100,100,"906,323",,16.8404,,1.719,,1.1128,,3.9374,-5.82,0.9548,,,,,,,TSE
Y9999,加權指數,2018/08/29,11029.12,11099.57,11029.11,11099.57,"4,557,454","120,526,738",1.0011,0.2629,"704,576,519","33,134,077",,,0.9962,100,100,"904,362",,16.8485,,1.7198,,1.1132,,3.9355,110.02,0.6412,,,,,,,TSE
Y9999,加權指數,2018/08/28,10946.33,11005.55,10946.33,10989.55,"4,739,152","129,737,861",0.8011,0.2784,"704,248,765","32,806,827",,,0.7979,100,100,"930,690",,16.6814,,1.7027,,1.1021,,3.9748,87.34,0.5432,,,,,,,TSE
Y9999,加權指數,2018/08/27,10847.17,10916.69,10847.17,10902.21,"4,313,459","106,200,531",0.8591,0.2452,"704,219,983","32,547,257",,,0.8554,100,100,"849,879",,16.5493,,1.6892,,1.0934,,4.0065,92.86,0.6431,,,,,,,TSE
Y9999,加權指數,2018/08/24,10865.91,10865.91,10770.32,10809.35,"4,249,499","97,695,889",-0.4951,0.2512,"704,053,489","32,266,577",,,-0.4963,100,100,"814,429",,16.4044,,1.6744,,1.0838,,4.0413,-53.78,0.8799,,,,,,,TSE
Y9999,加權指數,2018/08/23,10817.33,10863.13,10802.79,10863.13,"4,769,725","101,167,446",0.5454,0.278,"703,611,378","32,418,680",,,0.544,100,100,"886,357",,16.4818,,1.6821,,1.0889,,4.0224,58.93,0.5585,,,,,,,TSE
Y9999,加權指數,2018/08/22,10790.24,10828.21,10774.69,10804.2,"4,728,591","98,684,270",0.1112,0.2899,"703,491,467","32,243,033",,,0.1111,100,100,"873,111",,16.3909,,1.6729,,1.0829,,4.0443,12,0.4959,,,,,,,TSE
Y9999,加權指數,2018/08/21,10697.01,10792.2,10697.01,10792.2,"4,727,595","113,743,078",0.8706,0.2838,"703,037,261","32,205,887",,,0.8669,100,100,"905,699",,16.374,,1.6711,,1.0818,,4.0489,93.15,0.8897,,,,,,,TSE
Y9999,加權指數,2018/08/20,10698.76,10729.9,10663.44,10699.05,"4,629,729","114,720,456",0.0757,0.297,"702,659,180","31,927,617",,,0.0756,100,100,"927,796",,16.2307,,1.6565,,1.0723,,4.0842,8.09,0.6216,,,,,,,TSE
Y9999,加權指數,2018/08/17,10702.6,10757.01,10688.55,10690.96,"4,989,296","128,279,832",0.0661,0.2984,"702,538,928","31,901,893",,,0.0661,100,100,"968,410",,16.216,,1.655,,1.0713,,4.0875,7.06,0.6408,,,,,,,TSE
Y9999,加權指數,2018/08/16,10663.57,10725.71,10606.26,10683.9,"5,550,144","141,685,591",-0.3065,0.34,"702,555,348","31,881,025",,,-0.307,100,100,"1,098,522",,16.2084,,1.6541,,1.0707,,4.0902,-32.85,1.1146,,,,,,,TSE
Y9999,加權指數,2018/08/15,10827.28,10827.28,10688.59,10716.75,"5,519,384","135,552,390",-0.993,0.3532,"702,605,253","31,982,892",,,-0.9979,100,100,"1,144,742",,16.2607,,1.659,,1.0738,,4.0772,-107.48,1.2813,,,,,,,TSE
Y9999,加權指數,2018/08/14,10797.95,10829.85,10755.53,10824.23,"5,398,052","138,415,095",0.7006,0.3327,"702,383,853","32,303,198",,,0.6982,100,100,"1,042,601",,16.4213,,1.6754,,1.0844,,4.0367,75.31,0.6914,,,,,,,TSE
Y9999,加權指數,2018/08/13,10939.68,10939.68,10693.73,10748.92,"6,399,194","159,608,935",-2.1374,0.4154,"702,242,877","32,078,296",,,-2.1605,100,100,"1,302,649",,16.3066,,1.6637,,1.0769,,4.065,-234.76,2.2392,,,,,,,TSE
Y9999,加權指數,2018/08/10,11009.96,11033.89,10972.25,10983.68,"5,009,261","125,593,948",-0.4025,0.3197,"702,243,069","32,778,323",,,-0.4033,100,100,"961,057",,16.6608,,1.6998,,1.1003,,3.9782,-44.39,0.5589,,,,,,,TSE
Y9999,加權指數,2018/08/09,11063.62,11063.62,11001.96,11028.07,"5,319,750","126,556,723",-0.426,0.2896,"702,030,281","32,909,857",,,-0.4269,100,100,"919,167",,16.7242,,1.7063,,1.1045,,3.9623,-47.18,0.5567,,,,,,,TSE
