代號,名稱,年月日,開盤價(元),最高價(元),最低價(元),收盤價(元),成交量(千股),成交值(千元),報酬率％,週轉率％,流通在外股數(千股),市值(百萬元),最後揭示買價,最後揭示賣價,報酬率-Ln,市值比重％,成交值比重％,成交筆數(筆),本益比-TSE,本益比-TEJ,股價淨值比-TSE,股價淨值比-TEJ,漲跌停,股價營收比-TEJ,股利殖利率-TSE,現金股利率,股價漲跌(元),高低價差%,次日開盤參考價,次日漲停價,次日跌停價,注意股票(A),處置股票(D),全額交割(Y),市場別
Y9999,加權指數,2022/12/30,14183.52,14248.9,14137.69,14137.69,"3,496,035","137,452,072",0.3739,0.236,"747,590,954","44,062,594",,,0.3732,100,100,"1,163,957",,10.667,,1.8136,,1.0729,,4.8391,52.67,0.7896,,,,,,,TSE
Y9999,加權指數,2022/12/29,14097.51,14120.57,13981.63,14085.02,"4,180,927","144,398,149",-0.6215,0.2481,"747,545,852","43,894,924",,,-0.6234,100,100,"1,358,630",,10.6258,,1.8066,,1.0687,,4.8576,-88.08,0.9803,,,,,,,TSE
Y9999,加權指數,2022/12/28,14249.83,14249.83,14119.3,14173.1,"4,430,499","165,984,570",-1.0841,0.2715,"747,539,852","44,169,149",,,-1.09,100,100,"1,499,748",,10.6923,,1.8179,,1.0754,,4.8275,-155.33,0.911,,,,,,,TSE
Y9999,加權指數,2022/12/27,14310.19,14410.24,14310.19,14328.43,"3,659,061","126,379,644",0.3031,0.2454,"747,539,851","44,652,150",,,0.3027,100,100,"1,180,439",,10.8084,,1.8376,,1.0871,,4.7756,43.3,0.7004,,,,,,,TSE
Y9999,加權指數,2022/12/26,14271.2,14301.11,14253.2,14285.13,"3,106,471","113,509,673",0.0946,0.2129,"747,539,836","44,517,756",,,0.0945,100,100,"1,090,485",,10.7765,,1.8322,,1.0839,,4.79,13.5,0.3357,,,,,,,TSE
Y9999,加權指數,2022/12/23,14318.12,14318.12,14192.98,14271.63,"4,245,235","152,610,855",-1.1861,0.2671,"747,539,836","44,475,242",,,-1.1932,100,100,"1,393,207",,10.7653,,1.8303,,1.0827,,4.7942,-171.31,0.8664,,,,,,,TSE
Y9999,加權指數,2022/12/22,14323.04,14442.94,14323.04,14442.94,"5,575,432","214,352,643",1.465,0.4393,"747,539,836","45,008,350",,,1.4544,100,100,"1,691,200",,10.8951,,1.8524,,1.0958,,4.7374,208.54,0.8423,,,,,,,TSE
Y9999,加權指數,2022/12/21,14205.06,14291.98,14197.86,14234.4,"5,608,140","224,180,282",0.4543,0.4363,"747,539,841","44,359,650",,,0.4532,100,100,"1,729,120",,10.7384,,1.8257,,1.0839,,4.8066,64.37,0.6642,,,,,,,TSE
Y9999,加權指數,2022/12/20,14410.75,14451.91,14157.99,14170.03,"7,111,544","267,416,823",-1.8242,0.4964,"747,579,171","44,162,698",,,-1.841,100,100,"2,270,612",,10.6908,,1.8176,,1.0791,,4.8284,-263.29,2.0364,,,,,,,TSE
Y9999,加權指數,2022/12/19,14478.45,14493.72,14411.81,14433.32,"5,688,846","210,179,975",-0.6555,0.4333,"747,581,026","44,983,505",,,-0.6576,100,100,"1,778,446",,10.8881,,1.8511,,1.1002,,4.7402,-95.23,0.5638,,,,,,,TSE
Y9999,加權指數,2022/12/16,14554.21,14568.31,14447.77,14528.55,"7,782,196","303,102,754",-1.3953,0.6026,"747,557,965","45,280,601",,,-1.4051,100,100,"2,372,789",,10.9597,,1.8633,,1.1074,,4.7088,-205.58,0.8181,,,,,,,TSE
Y9999,加權指數,2022/12/15,14692.92,14756.38,14649.54,14734.13,"5,242,285","195,885,001",-0.0355,0.3502,"747,557,905","45,919,197",,,-0.0355,100,100,"1,622,039",,11.1134,,1.8894,,1.1228,,4.6433,-5.23,0.7249,,,,,,,TSE
Y9999,加權指數,2022/12/14,14557.56,14739.36,14557.56,14739.36,"5,425,439","193,245,957",1.4901,0.3564,"747,557,905","45,935,577",,,1.4791,100,100,"1,521,702",,11.1163,,1.8899,,1.1231,,4.6416,216.4,1.2518,,,,,,,TSE
Y9999,加權指數,2022/12/13,14617.86,14658.7,14515.74,14522.96,"4,995,730","192,965,013",-0.6134,0.373,"747,557,905","45,261,363",,,-0.6153,100,100,"1,662,387",,10.9491,,1.8624,,1.1067,,4.7108,-89.63,0.9783,,,,,,,TSE
Y9999,加權指數,2022/12/12,14658.46,14658.46,14538.66,14612.59,"4,583,948","156,933,675",-0.6313,0.3069,"747,557,905","45,539,939",,,-0.6333,100,100,"1,451,236",,11.0169,,1.8739,,1.1136,,4.682,-92.84,0.8147,,,,,,,TSE
Y9999,加權指數,2022/12/09,14620.27,14742.79,14620.27,14705.43,"5,485,304","197,445,555",1.0471,0.3478,"747,587,237","45,827,287",,,1.0417,100,100,"1,562,330",,11.0852,,1.8856,,1.1205,,4.6526,152.39,0.8419,,,,,,,TSE
Y9999,加權指數,2022/12/08,14631.21,14634.16,14464.2,14553.04,"5,406,640","183,857,857",-0.5261,0.327,"747,590,619","45,355,115",,,-0.5275,100,100,"1,622,084",,10.9689,,1.8658,,1.1086,,4.701,-76.97,1.1617,,,,,,,TSE
Y9999,加權指數,2022/12/07,14708.08,14823.15,14630.01,14630.01,"6,813,484","250,578,751",-0.6713,0.4402,"747,570,619","45,593,632",,,-0.6735,100,100,"1,996,002",,11.0275,,1.8757,,1.1145,,4.6764,-98.87,1.3113,,,,,,,TSE
Y9999,加權指數,2022/12/06,14955.29,14957.82,14728.88,14728.88,"6,452,710","249,329,308",-1.6812,0.4372,"747,564,154","45,901,483",,,-1.6955,100,100,"2,099,349",,11.1004,,1.8881,,1.1305,,4.6451,-251.86,1.5282,,,,,,,TSE
Y9999,加權指數,2022/12/05,14972.17,15088.06,14969.97,14980.74,"6,107,215","246,151,762",0.0672,0.4377,"747,564,154","46,687,249",,,0.0672,100,100,"1,995,445",,11.2891,,1.9202,,1.1497,,4.5669,10.06,0.7888,,,,,,,TSE
Y9999,加權指數,2022/12/02,14933.2,15021.73,14921.06,14970.68,"5,601,577","227,146,810",-0.2806,0.407,"746,053,547","46,601,070",,,-0.281,100,100,"1,871,483",,11.2703,,1.917,,1.1478,,4.5753,-42.12,0.6706,,,,,,,TSE
Y9999,加權指數,2022/12/01,15059.92,15152.38,14998.03,15012.8,"7,511,123","296,286,243",0.8955,0.5134,"746,053,547","46,730,811",,,0.8915,100,100,"2,249,418",,11.3013,,1.9226,,1.1438,,4.5622,133.25,1.0373,,,,,,,TSE
Y9999,加權指數,2022/11/30,14678.23,14879.55,14678.23,14879.55,"7,413,107","285,404,157",1.1551,0.6305,"746,039,475","46,318,340",,,1.1485,100,100,"1,879,154",,10.9753,,1.9671,,1.1717,,4.6029,169.91,1.3686,,,,,,,TSE
Y9999,加權指數,2022/11/29,14503.79,14716.58,14449.05,14709.64,"6,002,496","216,213,179",1.0495,0.4253,"746,001,319","45,784,276",,,1.044,100,100,"1,787,834",,10.8522,,1.945,,1.1586,,4.6565,152.77,1.8378,,,,,,,TSE
Y9999,加權指數,2022/11/28,14636.9,14638.19,14503.12,14556.87,"5,256,730","202,234,434",-1.4997,0.3512,"746,001,359","45,309,627",,,-1.5111,100,100,"1,638,606",,10.739,,1.9247,,1.1465,,4.7053,-221.64,0.914,,,,,,,TSE
Y9999,加權指數,2022/11/25,14764.94,14835.66,14756.01,14778.51,"5,565,055","240,583,986",-0.0371,0.4082,"746,001,383","45,998,421",,,-0.0371,100,100,"1,747,160",,10.903,,1.9541,,1.164,,4.6349,-5.49,0.5388,,,,,,,TSE
Y9999,加權指數,2022/11/24,14649.8,14784,14649.8,14784,"5,601,547","221,042,345",1.2011,0.3574,"745,913,910","46,015,194",,,1.1939,100,100,"1,685,529",,10.9047,,1.9544,,1.1633,,4.6332,175.46,0.9186,,,,,,,TSE
Y9999,加權指數,2022/11/23,14595.5,14647.98,14573.41,14608.54,"4,486,340","190,116,049",0.4562,0.3173,"745,909,910","45,469,814",,,0.4552,100,100,"1,488,534",,10.7751,,1.9312,,1.1495,,4.6888,66.34,0.5128,,,,,,,TSE
Y9999,加權指數,2022/11/22,14404.08,14542.79,14371.09,14542.2,"4,540,344","192,794,292",0.6423,0.308,"745,909,960","45,262,555",,,0.6403,100,100,"1,480,634",,10.7276,,1.9226,,1.1443,,4.7102,92.81,1.1883,,,,,,,TSE
Y9999,加權指數,2022/11/21,14514.71,14530.76,14421.65,14449.39,"4,538,087","179,198,449",-0.3833,0.2955,"745,909,960","44,976,738",,,-0.3841,100,100,"1,474,626",,10.6577,,1.9101,,1.1369,,4.7402,-55.6,0.7522,,,,,,,TSE
Y9999,加權指數,2022/11/18,14584.31,14669.98,14470.48,14504.99,"5,735,383","239,432,879",-0.208,0.3786,"745,953,338","45,146,841",,,-0.2083,100,100,"1,833,238",,10.6985,,1.9174,,1.1412,,4.7223,-30.24,1.3725,,,,,,,TSE
Y9999,加權指數,2022/11/17,14489.41,14545.89,14383.55,14535.23,"5,900,998","243,340,088",-0.0146,0.3715,"745,953,338","45,239,808",,,-0.0146,100,100,"1,830,458",,10.72,,1.9212,,1.1435,,4.7126,-2.12,1.1167,,,,,,,TSE
Y9999,加權指數,2022/11/16,14637.85,14657.66,14481.06,14537.35,"6,982,139","286,900,306",-0.0616,0.4559,"746,098,801","45,246,333",,,-0.0616,100,100,"2,191,244",,10.7334,,1.9217,,1.1438,,4.7106,-8.96,1.2141,,,,,,,TSE
Y9999,加權指數,2022/11/15,14325.49,14568.51,14278.53,14546.31,"7,913,371","303,830,734",2.6202,0.4659,"746,070,877","45,274,030",,,2.5865,100,100,"2,223,788",,10.7404,,1.9229,,1.1445,,4.7078,371.41,2.0457,,,,,,,TSE
Y9999,加權指數,2022/11/14,14080.91,14217.3,14076.94,14174.9,"7,093,934","277,658,935",1.1946,0.4606,"746,059,290","44,122,651",,,1.1876,100,100,"2,039,907",,10.4674,,1.8741,,1.1154,,4.8306,167.34,1.002,,,,,,,TSE
Y9999,加權指數,2022/11/11,13878.95,14045.51,13878.95,14007.56,"8,386,262","340,907,871",3.7308,0.5394,"746,060,202","43,602,997",,,3.6629,100,100,"2,346,882",,10.3435,,1.8519,,1.1022,,4.8898,503.8,1.2334,,,,,,,TSE
Y9999,加權指數,2022/11/10,13556.51,13559.4,13463.85,13503.76,"5,126,398","193,698,636",-0.9902,0.3163,"746,053,177","42,039,128",,,-0.9951,100,100,"1,578,821",,9.9712,,1.7852,,1.0625,,5.0736,-135.05,0.7006,,,,,,,TSE
Y9999,加權指數,2022/11/09,13410.19,13638.81,13410.19,13638.81,"6,414,308","242,279,436",2.1805,0.4044,"745,755,978","42,455,985",,,2.1571,100,100,"1,846,404",,10.0702,,1.8029,,1.0731,,5.0491,291.05,1.7128,,,,,,,TSE
Y9999,加權指數,2022/11/08,13274.91,13389.25,13274.91,13347.76,"6,109,681","225,854,797",0.9379,0.4069,"745,756,602","41,552,422",,,0.9336,100,100,"1,877,685",,9.8563,,1.7646,,1.0503,,5.1594,124.03,0.8647,,,,,,,TSE
Y9999,加權指數,2022/11/07,13109.35,13246.59,13103.35,13223.73,"6,060,917","207,939,141",1.5124,0.3728,"745,756,509","41,168,130",,,1.5011,100,100,"1,723,468",,9.7629,,1.7479,,1.0403,,5.208,197.02,1.0996,,,,,,,TSE
Y9999,加權指數,2022/11/04,12941.78,13029.94,12868.25,13026.71,"5,249,914","182,037,660",0.3089,0.3297,"745,575,377","40,553,277",,,0.3084,100,100,"1,529,849",,9.6174,,1.7219,,1.0248,,5.2874,40.11,1.2451,,,,,,,TSE
Y9999,加權指數,2022/11/03,12985.55,12991.37,12905.35,12986.6,"4,684,705","166,722,557",-0.8669,0.275,"745,576,697","40,428,167",,,-0.8707,100,100,"1,370,962",,9.5889,,1.7168,,1.0218,,5.3052,-113.57,0.6566,,,,,,,TSE
Y9999,加權指數,2022/11/02,13033.15,13100.17,13014.04,13100.17,"4,381,658","157,054,824",0.4829,0.2766,"745,576,844","40,779,979",,,0.4818,100,100,"1,346,051",,9.6741,,1.732,,1.0309,,5.2598,62.96,0.6606,,,,,,,TSE
Y9999,加權指數,2022/11/01,12933.12,13062.9,12907.61,13037.21,"4,329,893","157,424,369",0.6754,0.2778,"745,579,844","40,582,903",,,0.6731,100,100,"1,280,803",,9.6288,,1.7239,,1.026,,5.2854,87.46,1.1992,,,,,,,TSE
Y9999,加權指數,2022/10/31,12862.37,12977.61,12826.34,12949.75,"4,529,501","172,233,116",1.2615,0.2748,"745,133,373","40,299,639",,,1.2536,100,100,"1,244,154",,9.561,,1.7118,,1.0189,,5.3218,161.33,1.1829,,,,,,,TSE
Y9999,加權指數,2022/10/28,12874.83,12891.38,12723.98,12788.42,"4,697,989","177,250,583",-1.0672,0.2892,"744,860,818","39,782,755",,,-1.0729,100,100,"1,457,414",,9.4399,,1.6901,,1.006,,5.391,-137.95,1.295,,,,,,,TSE
Y9999,加權指數,2022/10/27,12807.69,12954.32,12807.69,12926.37,"5,119,538","177,809,071",1.5502,0.322,"744,857,741","40,212,858",,,1.5383,100,100,"1,408,082",,9.5395,,1.708,,1.0166,,5.3517,197.32,1.1519,,,,,,,TSE
Y9999,加權指數,2022/10/26,12666.42,12791.97,12635.52,12729.05,"4,591,945","176,948,184",0.4968,0.3012,"743,804,324","39,597,917",,,0.4956,100,100,"1,387,267",,9.3954,,1.6822,,1.0013,,5.4348,62.93,1.2352,,,,,,,TSE
Y9999,加權指數,2022/10/25,12830.29,12843.31,12629.48,12666.12,"5,248,243","193,023,237",-1.4845,0.3121,"743,804,619","39,402,178",,,-1.4956,100,100,"1,662,796",,9.3489,,1.6738,,0.9963,,5.4618,-190.86,1.6631,,,,,,,TSE
Y9999,加權指數,2022/10/24,12913.58,13027.84,12856.77,12856.98,"5,107,731","180,359,486",0.2947,0.3109,"743,798,649","39,994,951",,,0.2943,100,100,"1,442,269",,9.4875,,1.6987,,1.0111,,5.3809,37.78,1.3345,,,,,,,TSE
Y9999,加權指數,2022/10/21,12931.2,12954.02,12813.6,12819.2,"4,618,735","162,412,554",-0.9802,0.3138,"743,868,096","39,880,505",,,-0.9851,100,100,"1,449,841",,9.4607,,1.6938,,1.0082,,5.3963,-126.9,1.0847,,,,,,,TSE
Y9999,加權指數,2022/10/20,12912.93,12946.1,12698.91,12946.1,"6,796,733","242,739,823",-0.2363,0.4856,"743,939,867","40,278,561",,,-0.2365,100,100,"1,952,750",,9.5521,,1.7102,,1.018,,5.343,-30.66,1.9049,,,,,,,TSE
Y9999,加權指數,2022/10/19,13096.35,13155.62,12976.76,12976.76,"5,000,186","186,636,681",-1.127,0.336,"742,939,867","40,366,115",,,-1.1334,100,100,"1,686,033",,9.5756,,1.7144,,1.0205,,5.3314,-147.92,1.3628,,,,,,,TSE
Y9999,加權指數,2022/10/18,13075.05,13143.15,12978.13,13124.68,"5,468,726","200,519,754",1.2234,0.3552,"742,939,867","40,827,048",,,1.216,100,100,"1,643,517",,9.6852,,1.734,,1.0321,,5.2712,158.63,1.2727,,,,,,,TSE
Y9999,加權指數,2022/10/17,12988.83,12988.83,12814.82,12966.05,"6,425,009","210,302,496",-1.2345,0.413,"742,939,867","40,332,709",,,-1.2422,100,100,"1,948,694",,9.5677,,1.713,,1.0196,,5.3358,-162.07,1.3255,,,,,,,TSE
Y9999,加權指數,2022/10/14,13023.71,13221.87,13023.71,13128.12,"6,287,512","212,181,809",2.4775,0.4111,"742,939,279","40,835,786",,,2.4473,100,100,"1,717,854",,9.6885,,1.7346,,1.0325,,5.2701,317.39,1.5468,,,,,,,TSE
Y9999,加權指數,2022/10/13,13108.4,13111.39,12809.43,12810.73,"6,478,076","215,067,508",-2.0679,0.4724,"742,939,279","39,849,199",,,-2.0896,100,100,"2,229,690",,9.4567,,1.6931,,1.0078,,5.4006,-270.51,2.3083,,,,,,,TSE
Y9999,加權指數,2022/10/12,13076.91,13130.73,12991.59,13081.24,"5,210,228","190,128,883",-0.1891,0.3411,"742,895,303","40,694,203",,,-0.1893,100,100,"1,664,153",,9.6534,,1.7283,,1.0287,,5.2884,-24.79,1.0616,,,,,,,TSE
Y9999,加權指數,2022/10/11,13394.12,13394.12,13106.03,13106.03,"6,460,863","228,892,166",-4.3515,0.3963,"742,885,633","40,773,084",,,-4.449,100,100,"2,258,923",,9.6697,,1.7313,,1.0305,,5.2782,-596.25,2.1025,,,,,,,TSE
Y9999,加權指數,2022/10/07,13847.52,13847.52,13684.21,13702.28,"4,357,709","165,214,232",-1.366,0.2557,"745,995,373","42,655,881",,,-1.3754,100,100,"1,399,437",,10.1136,,1.8107,,1.0778,,5.0452,-189.77,1.1756,,,,,,,TSE
Y9999,加權指數,2022/10/06,13865.45,13899.23,13814.33,13892.05,"4,677,393","178,163,555",0.6566,0.2922,"745,963,373","43,243,191",,,0.6545,100,100,"1,389,673",,10.2531,,1.8357,,1.0927,,4.9767,90.62,0.6152,,,,,,,TSE
Y9999,加權指數,2022/10/05,13727.3,13902.02,13727.3,13801.43,"6,462,759","236,337,160",1.6566,0.3782,"745,963,423","42,960,281",,,1.643,100,100,"1,866,872",,10.1851,,1.8235,,1.0854,,5.0094,224.91,1.2869,,,,,,,TSE
Y9999,加權指數,2022/10/04,13447.36,13586.96,13447.36,13576.52,"5,413,002","183,835,556",2.0754,0.3236,"745,962,923","42,265,243",,,2.0542,100,100,"1,504,451",,10.0177,,1.7936,,1.0676,,5.0918,276.04,1.0496,,,,,,,TSE
Y9999,加權指數,2022/10/03,13359.26,13440.23,13273.48,13300.48,"4,987,388","170,951,847",-0.9244,0.2965,"745,962,773","41,406,238",,,-0.9287,100,100,"1,580,130",,9.8157,,1.7574,,1.046,,5.1974,-124.1,1.2421,,,,,,,TSE
Y9999,加權指數,2022/09/30,13409.65,13466.82,13274.72,13424.58,"5,966,653","214,648,544",-0.8104,0.3839,"745,199,434","41,769,572",,,-0.8137,100,100,"1,781,375",,10.1421,,1.6548,,1.0823,,5.1518,-109.68,1.4194,,,,,,,TSE
Y9999,加權指數,2022/09/29,13550.7,13651.29,13462.57,13534.26,"5,747,964","216,530,452",0.5064,0.4053,"745,170,256","42,108,910",,,0.5051,100,100,"1,809,827",,10.2243,,1.6682,,1.0911,,5.1102,68.19,1.4014,,,,,,,TSE
Y9999,加權指數,2022/09/28,13816.7,13854.09,13466.07,13466.07,"6,897,646","229,654,567",-2.6074,0.4735,"745,170,256","41,896,684",,,-2.642,100,100,"2,318,531",,10.1708,,1.6595,,1.0854,,5.1364,-360.52,2.8063,,,,,,,TSE
Y9999,加權指數,2022/09/27,13812.99,13862.84,13732.32,13826.59,"5,433,018","193,449,525",0.3513,0.3699,"745,170,255","43,021,344",,,0.3507,100,100,"1,704,175",,10.4399,,1.7034,,1.1141,,5.0021,48.4,0.9473,,,,,,,TSE
Y9999,加權指數,2022/09/26,13993.42,13993.42,13743.19,13778.19,"6,582,152","222,253,891",-2.4096,0.4281,"745,170,255","42,874,116",,,-2.4391,100,100,"2,309,737",,10.4026,,1.6973,,1.1101,,5.0193,-340.19,1.7724,,,,,,,TSE
Y9999,加權指數,2022/09/23,14231.03,14277.53,14109.71,14118.38,"5,352,098","202,257,979",-1.1638,0.3519,"744,966,134","43,936,880",,,-1.1707,100,100,"1,867,037",,10.6551,,1.7385,,1.1371,,4.8992,-166.25,1.1748,,,,,,,TSE
Y9999,加權指數,2022/09/22,14325.67,14325.67,14151.8,14284.63,"6,073,060","212,557,362",-0.9698,0.4251,"744,966,134","44,460,284",,,-0.9745,100,100,"1,986,909",,10.779,,1.7587,,1.1503,,4.8415,-139.89,1.2054,,,,,,,TSE
Y9999,加權指數,2022/09/21,14517.34,14525.46,14384.11,14424.52,"4,943,645","180,031,008",-0.8576,0.3703,"744,375,886","44,888,223",,,-0.8613,100,100,"1,819,419",,10.8869,,1.7763,,1.1618,,4.7954,-124.78,0.9715,,,,,,,TSE
Y9999,加權指數,2022/09/20,14474.95,14558.72,14461.39,14549.3,"4,376,946","168,877,276",0.8569,0.3314,"744,288,770","45,273,200",,,0.8533,100,100,"1,455,083",,10.9803,,1.7917,,1.1718,,4.7545,123.62,0.6747,,,,,,,TSE
Y9999,加權指數,2022/09/19,14567.27,14585.06,14424.33,14425.68,"4,312,823","163,194,293",-0.9345,0.3147,"744,288,770","44,888,133",,,-0.9389,100,100,"1,546,356",,10.8866,,1.7764,,1.1618,,4.7953,-136.08,1.1038,,,,,,,TSE
Y9999,加權指數,2022/09/16,14602.16,14602.16,14521.65,14561.76,"6,004,067","235,968,920",-0.7381,0.4928,"747,413,230","45,348,787",,,-0.7408,100,100,"1,869,826",,10.9946,,1.794,,1.1734,,4.7465,-108.28,0.5488,,,,,,,TSE
Y9999,加權指數,2022/09/15,14647,14750.28,14624.55,14670.04,"4,904,217","182,245,846",0.08,0.3676,"747,413,230","45,681,284",,,0.08,100,100,"1,668,179",,11.0767,,1.8074,,1.1821,,4.7119,11.73,0.8577,,,,,,,TSE
Y9999,加權指數,2022/09/14,14695.19,14699.78,14522.7,14658.31,"5,005,873","189,631,557",-1.5852,0.3409,"747,413,230","45,646,972",,,-1.5979,100,100,"1,807,487",,11.0687,,1.8061,,1.1813,,4.715,-236.1,1.1889,,,,,,,TSE
Y9999,加權指數,2022/09/13,14895.87,14949.56,14856.98,14894.41,"4,948,246","185,861,620",0.5874,0.3434,"747,402,205","46,378,734",,,0.5857,100,100,"1,634,377",,11.2474,,1.8353,,1.2004,,4.6406,86.98,0.6252,,,,,,,TSE
Y9999,加權指數,2022/09/12,14711.34,14856.23,14711.34,14807.43,"5,273,607","189,707,675",1.5361,0.356,"747,415,883","46,114,561",,,1.5244,100,100,"1,590,713",,11.1819,,1.8246,,1.1934,,4.6671,224.01,0.9935,,,,,,,TSE
Y9999,加權指數,2022/09/08,14447.09,14583.42,14447.09,14583.42,"4,792,925","178,618,310",1.2031,0.3204,"747,442,981","45,414,035",,,1.1959,100,100,"1,469,663",,11.0135,,1.7971,,1.1754,,4.7391,173.37,0.9461,,,,,,,TSE
Y9999,加權指數,2022/09/07,14557.86,14557.86,14397.12,14410.05,"5,021,621","185,077,426",-1.8202,0.3318,"747,031,560","44,849,973",,,-1.8369,100,100,"1,810,868",,10.8798,,1.7753,,1.1611,,4.7986,-267.15,1.0952,,,,,,,TSE
Y9999,加權指數,2022/09/06,14705.16,14789.31,14623.22,14677.2,"4,786,016","186,990,366",0.1098,0.3589,"747,022,051","45,684,376",,,0.1098,100,100,"1,673,154",,11.0794,,1.8078,,1.1824,,4.7109,16.1,1.1329,,,,,,,TSE
Y9999,加權指數,2022/09/05,14670.18,14753.03,14632.79,14661.1,"5,148,462","191,313,535",-0.0814,0.3589,"746,466,530","45,636,990",,,-0.0814,100,100,"1,675,771",,11.063,,1.8052,,1.1807,,4.6253,-11.94,0.8195,,,,,,,TSE
Y9999,加權指數,2022/09/02,14790.28,14817.4,14673.04,14673.04,"5,789,890","236,913,332",-0.8703,0.4074,"746,464,281","45,668,733",,,-0.8741,100,100,"1,989,470",,11.0699,,1.8063,,1.1814,,4.6221,-128.82,0.9753,,,,,,,TSE
Y9999,加權指數,2022/09/01,14981,14981,14773.19,14801.86,"6,173,370","234,979,884",-1.9448,0.4075,"746,464,281","46,065,020",,,-1.964,100,100,"2,133,768",,11.1691,,1.8225,,1.192,,4.5823,-293.58,1.3766,,,,,,,TSE
Y9999,加權指數,2022/08/31,14912.12,15095.44,14874.33,15095.44,"5,715,463","217,070,227",0.9483,0.4101,"746,405,182","46,975,071",,,0.9439,100,100,"1,617,115",,11.3909,,1.8587,,1.2157,,4.5806,141.81,1.4786,,,,,,,TSE
Y9999,加權指數,2022/08/30,14919.67,15027.5,14911.97,14953.63,"5,062,809","186,168,125",0.1838,0.3676,"746,248,415","46,527,455",,,0.1837,100,100,"1,616,807",,11.2843,,1.8413,,1.2043,,4.6243,27.44,0.774,,,,,,,TSE
Y9999,加權指數,2022/08/29,15197.19,15197.19,14843.72,14926.19,"6,001,146","212,946,977",-2.3055,0.4022,"745,993,215","46,441,316",,,-2.3325,100,100,"2,047,784",,11.2642,,1.838,,1.2021,,4.6332,-352.25,2.3135,,,,,,,TSE
Y9999,加權指數,2022/08/26,15221.5,15337.25,15221.5,15278.44,"5,721,284","214,654,558",0.5158,0.4369,"745,919,721","47,533,460",,,0.5145,100,100,"1,843,353",,11.5299,,1.8813,,1.2305,,4.5269,78.4,0.7615,,,,,,,TSE
Y9999,加權指數,2022/08/25,15105.31,15244.06,15105.31,15200.04,"4,748,331","172,043,571",0.8683,0.3389,"745,900,442","47,286,083",,,0.8646,100,100,"1,470,538",,11.4723,,1.872,,1.2244,,4.5507,130.85,0.9208,,,,,,,TSE
Y9999,加權指數,2022/08/24,15112.15,15183.96,15053.52,15069.19,"4,848,535","181,126,640",-0.1769,0.3632,"746,148,166","46,886,465",,,-0.177,100,100,"1,631,305",,11.3741,,1.8558,,1.2135,,4.5899,-26.7,0.8641,,,,,,,TSE
Y9999,加權指數,2022/08/23,15225.17,15225.17,15086.43,15095.89,"4,788,776","174,521,668",-0.979,0.3274,"745,470,091","46,965,288",,,-0.9838,100,100,"1,625,326",,11.3959,,1.8593,,1.2159,,4.5822,-149.25,0.9101,,,,,,,TSE
Y9999,加權指數,2022/08/22,15375.2,15375.2,15229.36,15245.14,"5,300,680","204,228,865",-1.062,0.3816,"745,472,211","47,426,450",,,-1.0677,100,100,"1,749,334",,11.508,,1.8776,,1.2278,,4.5377,-163.64,0.9465,,,,,,,TSE
Y9999,加權指數,2022/08/19,15394.36,15458.45,15346.26,15408.78,"5,696,021","222,637,226",0.0781,0.4404,"745,543,445","47,933,795",,,0.078,100,100,"1,818,760",,11.6326,,1.898,,1.2411,,4.4896,12.02,0.7287,,,,,,,TSE
Y9999,加權指數,2022/08/18,15384.73,15396.76,15311.22,15396.76,"5,017,166","200,025,136",-0.4442,0.3564,"745,541,513","47,893,756",,,-0.4451,100,100,"1,656,437",,11.6241,,1.8966,,1.2402,,4.4935,-68.69,0.5531,,,,,,,TSE
Y9999,加權指數,2022/08/17,15423.44,15475.89,15390.84,15465.45,"5,511,618","218,797,904",0.291,0.423,"745,554,306","48,106,768",,,0.2906,100,100,"1,916,728",,11.6774,,1.9054,,1.246,,4.4736,44.88,0.5515,,,,,,,TSE
Y9999,加權指數,2022/08/16,15435.04,15451.83,15392.49,15420.57,"5,723,526","211,819,495",0.0209,0.4135,"745,551,714","47,969,314",,,0.0209,100,100,"1,904,031",,11.6435,,1.8998,,1.2424,,4.4865,3.22,0.3849,,,,,,,TSE
Y9999,加權指數,2022/08/15,15332.92,15437.23,15315.12,15417.35,"6,430,023","237,881,515",0.8397,0.4256,"745,561,697","47,956,471",,,0.8362,100,100,"2,000,035",,11.6421,,1.8996,,1.2422,,4.4804,128.38,0.7987,,,,,,,TSE
Y9999,加權指數,2022/08/12,15203.91,15298.42,15198.93,15288.97,"5,798,097","209,185,909",0.5996,0.3985,"745,613,715","47,558,233",,,0.5978,100,100,"1,856,752",,11.5471,,1.8841,,1.2321,,4.5182,91.12,0.6546,,,,,,,TSE
Y9999,加權指數,2022/08/11,15087.59,15204.79,15087.59,15197.85,"6,327,836","223,747,576",1.7326,0.4659,"745,270,292","47,278,496",,,1.7177,100,100,"1,853,820",,11.4799,,1.8731,,1.2249,,4.5778,258.83,0.7845,,,,,,,TSE
Y9999,加權指數,2022/08/10,14940.76,14982.33,14890.55,14939.02,"6,351,580","209,040,930",-0.7393,0.5333,"744,377,167","46,474,928",,,-0.742,100,100,"1,791,455",,11.2844,,1.8412,,1.2041,,4.6639,-111.26,0.6098,,,,,,,TSE
