代號,名稱,年月日,開盤價(元),最高價(元),最低價(元),收盤價(元),成交量(千股),成交值(千元),報酬率％,週轉率％,流通在外股數(千股),市值(百萬元),最後揭示買價,最後揭示賣價,報酬率-Ln,市值比重％,成交值比重％,成交筆數(筆),本益比-TSE,本益比-TEJ,股價淨值比-TSE,股價淨值比-TEJ,漲跌停,股價營收比-TEJ,股利殖利率-TSE,現金股利率,股價漲跌(元),高低價差%,次日開盤參考價,次日漲停價,次日跌停價,注意股票(A),處置股票(D),全額交割(Y),市場別
Y9999,加權指數,2015/11/25,8407.54,8426.62,8352.17,8386.13,"4,080,689","76,411,488",-0.1668,0.2545,"682,156,472","24,475,063",,,-0.1669,100,100,"812,777",,13.3222,,1.5367,,0.871,,4.0491,-14.01,0.8863,,,,,,,TSE
Y9999,加權指數,2015/11/24,8472.24,8497.83,8397.44,8400.14,"4,230,827","81,692,011",-1.0086,0.2435,"682,161,555","24,515,952",,,-1.0138,100,100,"817,570",,13.3448,,1.5393,,0.8725,,4.0424,-85.59,1.183,,,,,,,TSE
Y9999,加權指數,2015/11/23,8480.59,8503.08,8450.01,8485.73,"3,526,392","70,610,380",0.2396,0.2261,"682,161,555","24,765,444",,,0.2393,100,100,"735,894",,13.4803,,1.5549,,0.8813,,4.0016,20.28,0.6269,,,,,,,TSE
Y9999,加權指數,2015/11/20,8472.65,8484.06,8434.33,8465.45,"3,802,180","76,312,892",-0.1386,0.2334,"682,164,032","24,707,807",,,-0.1387,100,100,"776,646",,13.4482,,1.5512,,0.8792,,4.011,-11.75,0.5866,,,,,,,TSE
Y9999,加權指數,2015/11/19,8382.09,8477.2,8357.2,8477.2,"4,519,431","85,959,724",1.6394,0.2641,"682,224,394","24,744,033",,,1.6261,100,100,"870,337",,13.4693,,1.5536,,0.8806,,4.0051,136.73,1.4388,,,,,,,TSE
Y9999,加權指數,2015/11/18,8432.25,8455.14,8326.72,8340.47,"4,434,536","83,774,632",-0.9377,0.2603,"682,935,437","24,349,366",,,-0.9421,100,100,"891,632",,13.2531,,1.5286,,0.8665,,4.07,-78.95,1.5253,,,,,,,TSE
Y9999,加權指數,2015/11/17,8369.14,8471.89,8369.14,8419.42,"4,701,111","86,433,373",1.495,0.2658,"682,930,137","24,579,041",,,1.484,100,100,"862,301",,13.3789,,1.5431,,0.8747,,4.032,124.02,1.2386,,,,,,,TSE
Y9999,加權指數,2015/11/16,8278.12,8312.06,8217.34,8295.4,"4,162,988","81,544,445",-0.4094,0.2687,"682,971,922","24,219,327",,,-0.4102,100,100,"853,851",,13.1932,,1.5205,,0.862,,4.0919,-34.1,1.1372,,,,,,,TSE
Y9999,加權指數,2015/11/13,8402.11,8453.04,8329.5,8329.5,"3,995,281","78,154,881",-1.1698,0.2497,"683,125,399","24,322,606",,,-1.1767,100,100,"772,447",,13.2545,,1.5271,,0.8657,,4.0745,-98.59,1.4658,,,,,,,TSE
Y9999,加權指數,2015/11/12,8426.76,8467.31,8374.07,8428.09,"4,524,702","83,027,582",0.1554,0.2282,"683,184,588","24,613,324",,,0.1553,100,100,"802,587",,13.4162,,1.5456,,0.8762,,4.0264,13.08,1.108,,,,,,,TSE
Y9999,加權指數,2015/11/11,8543.63,8557.69,8415.01,8415.01,"4,958,427","97,993,815",-1.4278,0.2849,"683,222,671","24,575,138",,,-1.4381,100,100,"915,699",,13.3916,,1.5433,,0.8749,,4.0326,-121.89,1.6713,,,,,,,TSE
Y9999,加權指數,2015/11/10,8614.55,8614.55,8529.54,8536.9,"4,486,788","86,548,568",-1.2216,0.2508,"683,238,430","24,932,779",,,-1.2292,100,100,"835,616",,13.5845,,1.5655,,0.8875,,3.9748,-105.58,0.9836,,,,,,,TSE
Y9999,加權指數,2015/11/09,8702.67,8746.28,8623.7,8642.48,"4,800,751","95,644,596",-0.5877,0.2582,"683,299,189","25,241,504",,,-0.5894,100,100,"869,204",,13.7553,,1.5852,,0.8987,,3.9262,-51.09,1.41,,,,,,,TSE
Y9999,加權指數,2015/11/06,8857.61,8857.61,8671.89,8693.57,"5,328,087","114,276,245",-1.7696,0.3323,"683,309,669","25,392,088",,,-1.7854,100,100,"970,731",,13.8353,,1.5944,,0.9039,,3.9029,-156.61,2.0985,,,,,,,TSE
Y9999,加權指數,2015/11/05,8858.73,8871.87,8828.04,8850.18,"5,688,577","107,031,788",-0.0772,0.2948,"683,317,569","25,849,373",,,-0.0773,100,100,"949,724",,14.0869,,1.6234,,0.9203,,3.8338,-6.84,0.4949,,,,,,,TSE
Y9999,加權指數,2015/11/04,8759.94,8864.17,8754.18,8857.02,"6,321,826","128,435,818",1.6507,0.3872,"683,816,045","25,878,241",,,1.6372,100,100,"1,148,918",,14.1024,,1.6244,,0.9208,,3.8296,143.83,1.2623,,,,,,,TSE
Y9999,加權指數,2015/11/03,8643.21,8728.06,8643.21,8713.19,"5,032,940","97,609,778",1.1425,0.2976,"683,816,045","25,457,629",,,1.136,100,100,"928,557",,13.8738,,1.5981,,0.9058,,3.8928,98.42,0.9849,,,,,,,TSE
Y9999,加權指數,2015/11/02,8571.53,8614.77,8524.01,8614.77,"3,978,030","78,762,668",0.7068,0.2331,"683,855,061","25,169,652",,,0.7043,100,100,"775,607",,13.7171,,1.5801,,0.8956,,3.9374,60.46,1.061,,,,,,,TSE
Y9999,加權指數,2015/10/30,8578.25,8586.9,8503.69,8554.31,"4,366,502","87,141,268",-0.1957,0.292,"680,357,517","24,945,256",,,-0.1958,100,100,"852,471",,13.5885,,1.5694,,0.8883,,3.9696,-16.77,0.9708,,,,,,,TSE
Y9999,加權指數,2015/10/29,8682.58,8704.59,8568.13,8571.08,"4,608,149","86,080,268",-1.0952,0.2952,"680,325,180","24,991,464",,,-1.1012,100,100,"889,259",,13.6132,,1.5722,,0.8899,,3.9622,-94.91,1.5747,,,,,,,TSE
Y9999,加權指數,2015/10/28,8679.24,8714.01,8632.38,8665.99,"4,351,137","80,512,582",-0.406,0.2637,"680,648,536","25,273,221",,,-0.4069,100,100,"819,726",,13.7654,,1.5894,,0.8999,,3.9184,-35.33,0.9381,,,,,,,TSE
Y9999,加權指數,2015/10/27,8724,8733.53,8662.77,8701.32,"4,557,627","89,139,346",-0.5036,0.2723,"680,800,633","25,385,506",,,-0.5049,100,100,"853,344",,13.824,,1.5966,,0.904,,3.9029,-44.04,0.8091,,,,,,,TSE
Y9999,加權指數,2015/10/26,8706.81,8757.14,8706.81,8745.36,"4,041,409","85,222,244",0.8249,0.2634,"680,788,133","25,512,861",,,0.8215,100,100,"819,121",,13.8937,,1.6046,,0.9086,,3.8834,71.55,0.5803,,,,,,,TSE
Y9999,加權指數,2015/10/23,8671.52,8740.08,8662.03,8673.81,"4,431,880","94,003,940",0.7591,0.2944,"680,788,133","25,303,453",,,0.7563,100,100,"898,285",,13.7809,,1.5916,,0.9012,,3.9156,65.35,0.9067,,,,,,,TSE
Y9999,加權指數,2015/10/22,8600.4,8631.17,8594.21,8608.46,"4,318,482","76,316,202",-0.0089,0.2491,"680,788,007","25,113,172",,,-0.0089,100,100,"788,947",,13.6764,,1.5795,,0.8944,,3.9452,-0.77,0.4293,,,,,,,TSE
Y9999,加權指數,2015/10/21,8668.08,8690.39,8591.42,8609.23,"4,797,422","89,680,272",-0.5127,0.3004,"680,793,007","25,115,073",,,-0.5141,100,100,"922,283",,13.6784,,1.5798,,0.8945,,3.9449,-44.37,1.1437,,,,,,,TSE
Y9999,加權指數,2015/10/20,8651.08,8663.12,8618.48,8653.6,"4,402,455","82,685,139",0.256,0.2979,"680,799,363","25,246,067",,,0.2557,100,100,"856,000",,13.7513,,1.5882,,0.8993,,3.9245,22.1,0.5172,,,,,,,TSE
Y9999,加權指數,2015/10/19,8628.79,8670.32,8603.08,8631.5,"4,169,249","81,231,937",0.3085,0.261,"680,799,363","25,181,413",,,0.3081,100,100,"805,771",,13.7159,,1.5841,,0.897,,3.9345,26.55,0.7814,,,,,,,TSE
Y9999,加權指數,2015/10/16,8596.43,8627.83,8574.64,8604.95,"4,770,761","96,718,322",0.0399,0.33,"680,805,349","25,104,230",,,0.0399,100,100,"867,143",,13.6738,,1.5792,,0.8942,,3.9466,3.43,0.6184,,,,,,,TSE
Y9999,加權指數,2015/10/15,8573.38,8652.47,8573.38,8601.52,"4,925,269","95,189,085",0.9271,0.3074,"681,226,349","25,098,721",,,0.9228,100,100,"887,683",,13.6703,,1.5783,,0.8939,,3.9478,79.01,0.928,,,,,,,TSE
Y9999,加權指數,2015/10/14,8545.14,8553.87,8515.53,8522.51,"4,661,254","87,825,777",-0.53,0.2951,"679,658,404","24,840,171",,,-0.5314,100,100,"827,572",,13.5286,,1.562,,0.8846,,3.9889,-45.41,0.4475,,,,,,,TSE
Y9999,加權指數,2015/10/13,8571.57,8574.11,8518.41,8567.92,"4,628,841","90,133,649",-0.0676,0.2787,"679,503,911","24,970,102",,,-0.0677,100,100,"848,687",,13.5994,,1.5702,,0.8892,,3.9682,-5.8,0.6497,,,,,,,TSE
Y9999,加權指數,2015/10/12,8478.34,8578.22,8478.34,8573.72,"4,663,975","103,100,547",1.5127,0.3109,"679,746,337","24,991,800",,,1.5013,100,100,"913,455",,13.6111,,1.5708,,0.8896,,3.9648,127.76,1.1826,,,,,,,TSE
Y9999,加權指數,2015/10/08,8528.46,8544.93,8434.5,8445.96,"4,582,747","97,523,954",-0.58,0.2937,"679,746,337","24,619,394",,,-0.5817,100,100,"906,154",,13.4064,,1.5472,,0.8762,,4.0248,-49.27,1.2999,,,,,,,TSE
Y9999,加權指數,2015/10/07,8398.53,8495.23,8385.04,8495.23,"4,977,767","94,105,068",1.2048,0.3112,"679,734,848","24,764,254",,,1.1976,100,100,"893,516",,13.485,,1.5562,,0.8813,,4.0012,101.13,1.3127,,,,,,,TSE
Y9999,加權指數,2015/10/06,8409.31,8482.83,8390.89,8394.1,"5,035,678","101,097,370",0.4997,0.3249,"681,111,971","24,482,846",,,0.4985,100,100,"957,159",,13.3245,,1.5366,,0.8705,,4.0489,41.74,1.1008,,,,,,,TSE
Y9999,加權指數,2015/10/05,8342.99,8364.59,8316.83,8352.36,"4,196,667","84,283,464",0.5699,0.2869,"681,111,971","24,362,453",,,0.5683,100,100,"828,895",,13.2474,,1.5291,,0.8662,,4.0689,47.33,0.5751,,,,,,,TSE
Y9999,加權指數,2015/10/02,8290.43,8320.66,8253.75,8305.03,"3,917,344","74,287,125",0.1096,0.2612,"681,113,971","24,222,795",,,0.1095,100,100,"762,408",,13.1721,,1.5204,,0.8613,,4.0923,9.09,0.8065,,,,,,,TSE
Y9999,加權指數,2015/10/01,8194.3,8317.79,8170.78,8295.94,"4,752,303","89,611,697",1.402,0.3124,"682,082,030","24,221,313",,,1.3923,100,100,"875,636",,13.1537,,1.5187,,0.8587,,4.0926,114.7,1.7969,,,,,,,TSE
Y9999,加權指數,2015/09/30,8097.15,8181.24,8059.68,8181.24,"4,385,018","105,682,643",0.6012,0.3418,"681,992,032","23,880,626",,,0.5994,100,100,"879,655",,13.0038,,1.4315,,0.8437,,4.1498,48.89,1.4948,,,,,,,TSE
Y9999,加權指數,2015/09/25,8131.49,8152.5,8061.87,8132.35,"3,660,074","71,549,305",0.1139,0.2456,"681,912,430","23,737,219",,,0.1138,100,100,"724,474",,12.9262,,1.4229,,0.8387,,4.1748,9.25,1.1157,,,,,,,TSE
Y9999,加權指數,2015/09/24,8224.23,8257.14,8101.9,8123.1,"4,252,300","82,663,718",-0.8582,0.2905,"681,917,050","23,709,933",,,-0.862,100,100,"854,228",,12.9119,,1.4213,,0.8377,,4.1796,-70.32,1.8947,,,,,,,TSE
Y9999,加權指數,2015/09/23,8310.82,8310.82,8186.22,8193.42,"4,206,525","81,119,488",-2.0619,0.2863,"683,061,054","23,920,271",,,-2.0835,100,100,"871,498",,13.0227,,1.4334,,0.8451,,4.1429,-172.5,1.4894,,,,,,,TSE
Y9999,加權指數,2015/09/22,8331.44,8365.92,8325.78,8365.92,"3,812,436","70,438,769",0.7088,0.2603,"683,744,117","24,433,629",,,0.7063,100,100,"775,108",,13.2961,,1.4627,,0.8627,,4.0567,58.88,0.4832,,,,,,,TSE
Y9999,加權指數,2015/09/21,8404.5,8404.5,8285.43,8307.04,"3,775,388","77,788,729",-1.8329,0.2695,"683,680,548","24,261,777",,,-1.8499,100,100,"803,164",,13.2023,,1.4524,,0.8566,,4.0854,-155.1,1.4071,,,,,,,TSE
Y9999,加權指數,2015/09/18,8427.52,8488.53,8399.71,8462.14,"4,556,547","95,275,540",0.197,0.3387,"683,391,159","24,714,916",,,0.1968,100,100,"881,237",,13.4492,,1.4796,,0.8726,,4.0105,16.64,1.0517,,,,,,,TSE
Y9999,加權指數,2015/09/17,8377.31,8467.15,8377.31,8445.5,"4,910,655","98,955,865",1.3465,0.3436,"683,883,286","24,672,709",,,1.3375,100,100,"975,328",,13.4223,,1.4763,,0.8704,,4.0197,112.21,1.0781,,,,,,,TSE
Y9999,加權指數,2015/09/16,8298.13,8342.36,8276.94,8333.29,"4,025,188","81,336,790",0.8874,0.2748,"683,886,484","24,345,233",,,0.8835,100,100,"802,408",,13.2441,,1.4567,,0.8589,,4.0738,73.3,0.792,,,,,,,TSE
Y9999,加權指數,2015/09/15,8320.22,8327.95,8226.07,8259.99,"3,542,239","69,267,351",-0.5694,0.2396,"683,886,484","24,132,060",,,-0.571,100,100,"710,588",,13.128,,1.4439,,0.8514,,4.1098,-47.3,1.2264,,,,,,,TSE
Y9999,加權指數,2015/09/14,8332.57,8360.03,8259.31,8307.29,"3,831,432","76,665,394",0.0177,0.2602,"683,886,484","24,268,524",,,0.0177,100,100,"795,341",,13.2037,,1.4523,,0.8563,,4.0867,1.47,1.2126,,,,,,,TSE
Y9999,加權指數,2015/09/11,8271.25,8313.18,8233.14,8305.82,"3,965,525","80,661,662",0.4492,0.2724,"683,867,907","24,265,305",,,0.4482,100,100,"828,781",,13.2024,,1.4539,,0.857,,4.0872,37.14,0.968,,,,,,,TSE
Y9999,加權指數,2015/09/10,8247.64,8274.82,8214.5,8268.68,"4,568,406","85,925,955",-0.2201,0.3016,"684,235,158","24,169,946",,,-0.2203,100,100,"888,951",,13.1461,,1.4476,,0.8535,,4.1059,-18.24,0.7279,,,,,,,TSE
Y9999,加權指數,2015/09/09,8097.22,8296.13,8097.22,8286.92,"6,099,425","118,865,028",3.5671,0.4041,"684,235,158","24,222,731",,,3.5049,100,100,"1,117,981",,13.1759,,1.4509,,0.8554,,4.097,285.42,2.4859,,,,,,,TSE
Y9999,加權指數,2015/09/08,7993.1,8031.26,7978.78,8001.5,"3,699,914","66,815,955",0.1871,0.2216,"684,225,847","23,388,745",,,0.1869,100,100,"699,651",,12.721,,1.4008,,0.8259,,4.243,14.94,0.6571,,,,,,,TSE
Y9999,加權指數,2015/09/07,7990.76,8053.2,7957.8,7986.56,"3,680,391","69,047,248",-0.1755,0.2263,"684,103,082","23,340,509",,,-0.1756,100,100,"665,248",,12.6969,,1.3982,,0.8243,,4.2505,-14.04,1.1924,,,,,,,TSE
Y9999,加權指數,2015/09/04,8087.62,8128.23,7990.86,8000.6,"4,737,411","83,033,560",-1.1777,0.3427,"684,090,556","23,380,196",,,-1.1847,100,100,"888,022",,12.7193,,1.4006,,0.8258,,4.2433,-95.35,1.6968,,,,,,,TSE
Y9999,加權指數,2015/09/03,8071.37,8101.13,8007.48,8095.95,"4,990,186","87,162,613",0.7549,0.362,"684,185,291","23,661,176",,,0.7521,100,100,"906,304",,12.8725,,1.4174,,0.8357,,4.1934,60.66,1.1655,,,,,,,TSE
Y9999,加權指數,2015/09/02,7970.4,8068.06,7907.31,8035.29,"4,825,522","91,334,186",0.2211,0.3223,"685,868,172","23,480,854",,,0.2209,100,100,"900,998",,12.7875,,1.4044,,0.829,,4.2256,17.73,2.005,,,,,,,TSE
Y9999,加權指數,2015/09/01,8117.5,8119.9,8002.18,8017.56,"4,641,178","85,331,377",-1.9249,0.3223,"685,868,172","23,427,070",,,-1.9437,100,100,"901,539",,12.7579,,1.4012,,0.827,,4.2353,-157.36,1.44,,,,,,,TSE
Y9999,加權指數,2015/08/31,8026.62,8174.92,7961.77,8174.92,"4,883,034","101,646,679",1.9421,0.3914,"685,402,827","23,875,375",,,1.9235,100,100,"897,409",,13.0158,,1.429,,0.8435,,4.1538,155.74,2.658,,,,,,,TSE
Y9999,加權指數,2015/08/28,7923.77,8039.76,7923.77,8019.18,"5,324,229","105,351,695",2.4874,0.3839,"685,342,684","23,420,061",,,2.457,100,100,"1,010,936",,12.7663,,1.4017,,0.8274,,4.2345,194.63,1.4824,,,,,,,TSE
Y9999,加權指數,2015/08/27,7762.63,7856.4,7762.63,7824.55,"5,626,661","110,139,768",1.4122,0.3867,"685,458,119","22,852,777",,,1.4023,100,100,"1,069,050",,12.455,,1.3675,,0.8072,,4.34,108.96,1.2153,,,,,,,TSE
Y9999,加權指數,2015/08/26,7636.12,7762.45,7547.61,7715.59,"5,671,328","110,092,989",0.5205,0.3678,"685,383,123","22,534,444",,,0.5191,100,100,"1,021,079",,12.2826,,1.3485,,0.796,,4.4013,39.95,2.799,,,,,,,TSE
Y9999,加權指數,2015/08/25,7427.36,7677.93,7368.47,7675.64,"6,329,377","123,696,981",3.5801,0.4477,"685,328,468","22,418,474",,,3.5175,100,100,"1,210,843",,12.2199,,1.3416,,0.792,,4.424,265.3,4.1761,,,,,,,TSE
Y9999,加權指數,2015/08/24,7719.63,7719.63,7203.07,7410.34,"7,568,799","146,088,004",-4.8361,0.5754,"684,671,743","21,643,113",,,-4.9569,100,100,"1,406,377",,11.7946,,1.2949,,0.7644,,4.5825,-376.58,6.6337,,,,,,,TSE
Y9999,加權指數,2015/08/21,7941.95,7941.95,7786.92,7786.92,"5,463,799","103,663,450",-3.0249,0.3785,"684,664,440","22,741,999",,,-3.0715,100,100,"1,058,347",,12.3824,,1.3602,,0.8029,,4.3611,-242.89,1.9307,,,,,,,TSE
Y9999,加權指數,2015/08/20,8008.68,8063.8,7951.72,8029.81,"4,817,633","88,588,003",0.0994,0.3017,"684,660,701","23,451,649",,,0.0993,100,100,"900,529",,12.768,,1.4026,,0.8279,,4.2291,7.97,1.3972,,,,,,,TSE
Y9999,加權指數,2015/08/19,8182.81,8182.81,7987.57,8021.84,"5,729,045","101,869,618",-1.9002,0.3782,"684,639,229","23,427,802",,,-1.9184,100,100,"1,091,982",,12.7556,,1.4012,,0.8271,,4.2334,-155.38,2.3876,,,,,,,TSE
Y9999,加權指數,2015/08/18,8237.08,8277.22,8166.77,8177.22,"4,431,352","75,622,516",-0.4407,0.2833,"684,478,093","23,881,447",,,-0.4417,100,100,"794,186",,13.0048,,1.4285,,0.8432,,4.153,-36.2,1.3448,,,,,,,TSE
Y9999,加權指數,2015/08/17,8307.9,8308.54,8213.42,8213.42,"4,005,646","70,276,113",-1.1103,0.2596,"684,068,256","23,987,543",,,-1.1165,100,100,"695,278",,13.0622,,1.4348,,0.8469,,4.1346,-92.22,1.1452,,,,,,,TSE
Y9999,加權指數,2015/08/14,8315.14,8343.98,8283.35,8305.64,"4,284,159","73,899,398",-0.0734,0.2612,"684,084,889","24,258,305",,,-0.0734,100,100,"734,286",,13.2129,,1.451,,0.8565,,4.0885,-6.1,0.7295,,,,,,,TSE
Y9999,加權指數,2015/08/13,8284.96,8348.39,8271.69,8311.74,"5,227,215","89,030,027",0.3424,0.2964,"683,912,393","24,275,997",,,0.3418,100,100,"859,599",,13.2231,,1.4521,,0.8571,,4.0855,28.36,0.926,,,,,,,TSE
Y9999,加權指數,2015/08/12,8365.15,8376.59,8235.95,8283.38,"5,511,020","96,732,344",-1.3195,0.3427,"682,335,093","24,191,399",,,-1.3283,100,100,"921,150",,13.1782,,1.4472,,0.8542,,4.0998,-110.76,1.6755,,,,,,,TSE
Y9999,加權指數,2015/08/11,8542.13,8586.22,8393.08,8394.14,"5,618,074","100,393,801",-0.8586,0.3211,"681,788,876","24,514,793",,,-0.8624,100,100,"962,902",,13.355,,1.4666,,0.8657,,4.0457,-72.7,2.2811,,,,,,,TSE
Y9999,加權指數,2015/08/10,8410.63,8484.18,8374.08,8466.84,"4,768,399","79,158,877",0.2908,0.2534,"680,963,846","24,727,605",,,0.2904,100,100,"752,707",,13.47,,1.4792,,0.8732,,4.0109,24.55,1.3041,,,,,,,TSE
