代號,名稱,年月日,開盤價(元),最高價(元),最低價(元),收盤價(元),成交量(千股),成交值(千元),報酬率％,週轉率％,流通在外股數(千股),市值(百萬元),最後揭示買價,最後揭示賣價,報酬率-Ln,市值比重％,成交值比重％,成交筆數(筆),本益比-TSE,本益比-TEJ,股價淨值比-TSE,股價淨值比-TEJ,漲跌停,股價營收比-TEJ,股利殖利率-TSE,現金股利率,股價漲跌(元),高低價差%,次日開盤參考價,次日漲停價,次日跌停價,注意股票(A),處置股票(D),全額交割(Y),市場別
Y9999,加權指數,2015/08/07,8409.01,8458.04,8368.4,8442.29,"4,117,657","76,154,494",-0.086,0.2459,"680,930,717","24,654,944",,,-0.0861,100,100,"721,090",,13.4342,,1.4753,,0.8708,,4.0227,-7.27,1.0609,,,,,,,TSE
Y9999,加權指數,2015/08/06,8564.55,8586.24,8404.67,8449.56,"5,123,559","90,865,964",-1.0853,0.2985,"680,873,408","24,676,084",,,-1.0912,100,100,"840,442",,13.4464,,1.4766,,0.8716,,4.0193,-92.71,2.1255,,,,,,,TSE
Y9999,加權指數,2015/08/05,8504.94,8563.01,8486.27,8542.27,"4,970,382","86,831,688",0.3691,0.277,"679,234,830","24,946,958",,,0.3684,100,100,"806,529",,13.5939,,1.4928,,0.8812,,3.9756,31.41,0.9017,,,,,,,TSE
Y9999,加權指數,2015/08/04,8538.44,8590.3,8433.92,8510.86,"5,903,371","100,988,680",-0.159,0.3361,"679,144,032","24,853,513",,,-0.1591,100,100,"943,638",,13.5437,,1.4873,,0.8779,,3.9906,-13.55,1.8345,,,,,,,TSE
Y9999,加權指數,2015/08/03,8636.53,8636.53,8482.92,8524.41,"4,456,854","79,017,714",-1.6264,0.2708,"679,122,773","24,895,720",,,-1.6397,100,100,"781,107",,13.5623,,1.4894,,0.8791,,3.9838,-140.93,1.7727,,,,,,,TSE
Y9999,加權指數,2015/07/31,8670.92,8676.29,8591.37,8665.34,"4,714,909","86,947,729",0.1601,0.3021,"678,334,753","25,265,598",,,0.16,100,100,"800,885",,13.7856,,1.5139,,0.8936,,3.9253,13.85,0.9816,,,,,,,TSE
Y9999,加權指數,2015/07/30,8567.23,8697.18,8567.23,8651.49,"5,572,493","88,591,366",1.0277,0.3026,"676,031,593","25,199,434",,,1.0225,100,100,"838,782",,13.7481,,1.5098,,0.8912,,3.9356,88.01,1.5175,,,,,,,TSE
Y9999,加權指數,2015/07/29,8587.7,8619.41,8516.23,8563.48,"5,454,927","90,000,973",-0.2215,0.3067,"675,150,352","24,942,695",,,-0.2217,100,100,"854,871",,13.6085,,1.4944,,0.8821,,3.9761,-19.01,1.2022,,,,,,,TSE
Y9999,加權指數,2015/07/28,8566.42,8635.88,8532,8582.49,"5,775,877","100,156,861",0.3016,0.3408,"675,122,105","24,998,813",,,0.3012,100,100,"1,021,345",,13.6385,,1.4977,,0.8841,,3.9672,25.81,1.214,,,,,,,TSE
Y9999,加權指數,2015/07/27,8733.24,8733.24,8553.09,8556.68,"5,521,284","97,489,008",-2.4086,0.3494,"675,038,973","24,919,288",,,-2.438,100,100,"938,933",,13.5962,,1.4931,,0.8813,,3.9799,-211.18,2.0547,,,,,,,TSE
Y9999,加權指數,2015/07/24,8809.65,8811.76,8733.43,8767.86,"4,406,134","77,718,045",-0.2646,0.2449,"674,992,982","25,537,697",,,-0.2649,100,100,"710,949",,13.9306,,1.5298,,0.903,,3.8835,-23.26,0.891,,,,,,,TSE
Y9999,加權指數,2015/07/23,8865.36,8895.88,8751.71,8791.12,"5,768,014","104,461,835",-1.4305,0.3145,"674,991,854","25,605,104",,,-1.4408,100,100,"911,648",,13.9678,,1.5339,,0.9054,,3.8733,-127.58,1.6165,,,,,,,TSE
Y9999,加權指數,2015/07/22,8955.59,8968.39,8896.1,8918.7,"4,619,017","79,605,149",-0.9689,0.2611,"674,922,195","25,978,214",,,-0.9736,100,100,"745,992",,14.1719,,1.5563,,0.9187,,3.8176,-87.26,0.8027,,,,,,,TSE
Y9999,加權指數,2015/07/21,8997.56,9010.71,8940.38,9005.96,"4,799,326","72,773,223",0.345,0.2578,"674,828,913","26,233,541",,,0.3444,100,100,"720,477",,14.3098,,1.5714,,0.9276,,3.7805,30.96,0.7836,,,,,,,TSE
Y9999,加權指數,2015/07/20,9085,9124.88,8952.64,8975,"4,855,463","82,628,553",-0.7847,0.268,"674,781,517","26,141,335",,,-0.7878,100,100,"776,982",,14.2575,,1.5657,,0.9242,,3.7938,-70.98,1.9041,,,,,,,TSE
Y9999,加權指數,2015/07/17,9060.92,9079.23,9018,9045.98,"4,319,096","76,606,304",0.0417,0.244,"674,768,528","26,348,784",,,0.0417,100,100,"727,288",,14.3717,,1.5782,,0.9316,,3.7639,3.77,0.6772,,,,,,,TSE
Y9999,加權指數,2015/07/16,9062.76,9085.31,9021.82,9042.21,"4,748,227","77,919,815",-0.1324,0.2534,"674,768,528","26,338,594",,,-0.1325,100,100,"763,606",,14.3661,,1.5776,,0.9312,,3.7654,-11.99,0.7012,,,,,,,TSE
Y9999,加權指數,2015/07/15,9063.54,9089.47,9005.1,9054.2,"4,863,624","83,369,057",0.1376,0.2703,"674,777,648","26,374,282",,,0.1375,100,100,"801,346",,14.3853,,1.5797,,0.9325,,3.7603,12.44,0.9331,,,,,,,TSE
Y9999,加權指數,2015/07/14,9061.58,9124.76,9041.76,9041.76,"5,790,554","100,731,747",0.0868,0.3193,"674,779,148","26,339,637",,,0.0867,100,100,"946,131",,14.3663,,1.5776,,0.9312,,3.7653,7.84,0.9188,,,,,,,TSE
Y9999,加權指數,2015/07/13,8946.72,9041.88,8946.72,9033.92,"5,739,250","104,063,379",1.3438,0.3135,"674,778,987","26,313,701",,,1.3349,100,100,"945,636",,14.3518,,1.576,,0.9303,,3.769,119.79,1.0675,,,,,,,TSE
Y9999,加權指數,2015/07/09,8861.28,8946.24,8750.92,8914.13,"7,077,500","130,306,291",-0.6905,0.3898,"674,536,987","25,957,063",,,-0.6929,100,100,"1,157,623",,14.1567,,1.5546,,0.9176,,3.8207,-61.98,2.176,,,,,,,TSE
Y9999,加權指數,2015/07/08,9225.91,9225.91,8946.75,8976.11,"7,466,454","143,386,860",-2.9627,0.4589,"674,535,588","26,138,209",,,-3.0074,100,100,"1,239,207",,14.2558,,1.5655,,0.9241,,3.7943,-274.05,3.0179,,,,,,,TSE
Y9999,加權指數,2015/07/07,9278.33,9332.97,9244.46,9250.16,"4,996,360","92,490,349",-0.0627,0.2814,"674,534,929","26,936,203",,,-0.0627,100,100,"810,409",,14.6905,,1.6132,,0.9522,,3.6819,-5.8,0.9562,,,,,,,TSE
Y9999,加權指數,2015/07/06,9309.86,9347.54,9255.96,9255.96,"4,427,633","83,557,373",-1.0928,0.2421,"674,531,855","26,953,475",,,-1.0989,100,100,"748,474",,14.7006,,1.6143,,0.9529,,3.6795,-102.27,0.9786,,,,,,,TSE
Y9999,加權指數,2015/07/03,9369.5,9369.5,9265.14,9358.23,"4,646,006","84,384,479",-0.224,0.2413,"674,533,865","27,254,424",,,-0.2243,100,100,"783,502",,14.8639,,1.6322,,0.9635,,3.6389,-21.01,1.1127,,,,,,,TSE
Y9999,加權指數,2015/07/02,9372.46,9400.68,9350.05,9379.24,"4,797,356","86,101,576",0.0428,0.2644,"674,532,693","27,316,571",,,0.0428,100,100,"803,459",,14.8978,,1.636,,0.9657,,3.6306,4.01,0.54,,,,,,,TSE
Y9999,加權指數,2015/07/01,9311.76,9404.76,9298.36,9375.23,"4,656,513","86,625,727",0.56,0.2414,"674,532,681","27,303,584",,,0.5584,100,100,"771,544",,14.8908,,1.6352,,0.9652,,3.6323,52.21,1.1413,,,,,,,TSE
Y9999,加權指數,2015/06/30,9223.27,9323.02,9204.45,9323.02,"4,683,208","92,660,601",0.9411,0.2887,"674,498,003","27,147,498",,,0.9367,100,100,"793,566",,14.8053,,1.6258,,0.9597,,3.6532,86.92,1.2838,,,,,,,TSE
Y9999,加權指數,2015/06/29,9358.96,9358.96,9227.11,9236.1,"4,934,402","94,229,683",-2.3933,0.2793,"674,105,827","26,887,076",,,-2.4224,100,100,"871,714",,14.6636,,1.6102,,0.9505,,3.6886,-226.47,1.3934,,,,,,,TSE
Y9999,加權指數,2015/06/26,9481.95,9489.91,9442.94,9462.57,"4,405,168","84,629,026",-0.1453,0.2395,"674,135,952","27,548,949",,,-0.1454,100,100,"769,950",,15.0244,,1.6499,,0.9739,,3.6,-13.77,0.4957,,,,,,,TSE
Y9999,加權指數,2015/06/25,9415.78,9500.57,9415.78,9476.34,"5,302,137","103,241,406",0.841,0.3153,"674,140,253","27,588,508",,,0.8375,100,100,"899,982",,15.0457,,1.6522,,0.9753,,3.5948,79.03,0.9023,,,,,,,TSE
Y9999,加權指數,2015/06/24,9390.27,9409.44,9364.38,9397.31,"4,657,385","79,465,282",0.0657,0.2609,"674,129,748","27,357,722",,,0.0657,100,100,"771,485",,14.9206,,1.6385,,0.9671,,3.6251,6.17,0.4798,,,,,,,TSE
Y9999,加權指數,2015/06/23,9375.78,9438.39,9375.78,9391.14,"5,460,133","100,681,054",0.5285,0.2903,"674,047,561","27,341,418",,,0.5271,100,100,"915,523",,14.9131,,1.6377,,0.9667,,3.6257,49.37,0.6702,,,,,,,TSE
Y9999,加權指數,2015/06/22,9247.76,9371.48,9247.76,9341.77,"4,879,223","90,752,557",1.3386,0.2998,"674,047,561","27,196,744",,,1.3298,100,100,"849,903",,14.8341,,1.629,,0.9616,,3.645,123.4,1.3421,,,,,,,TSE
Y9999,加權指數,2015/06/18,9189.44,9243.84,9187.87,9218.37,"4,579,457","82,883,259",0.3106,0.2952,"674,048,171","26,838,365",,,0.3101,100,100,"816,047",,14.6389,,1.6076,,0.9489,,3.6933,28.54,0.609,,,,,,,TSE
Y9999,加權指數,2015/06/17,9232.81,9242.22,9170.09,9189.83,"5,035,577","92,742,972",-0.2491,0.3078,"674,027,392","26,754,836",,,-0.2494,100,100,"977,210",,14.5932,,1.6025,,0.946,,3.7063,-22.95,0.7829,,,,,,,TSE
Y9999,加權指數,2015/06/16,9272.7,9272.7,9177.95,9212.78,"4,506,250","80,556,119",-0.5043,0.2647,"673,960,526","26,820,996",,,-0.5056,100,100,"787,309",,14.6294,,1.6065,,0.9483,,3.6972,-46.7,1.0233,,,,,,,TSE
Y9999,加權指數,2015/06/15,9304.66,9324.94,9252.34,9259.48,"4,136,644","75,184,213",-0.4564,0.2391,"673,960,586","26,958,335",,,-0.4574,100,100,"745,661",,14.7042,,1.6147,,0.9532,,3.6783,-42.45,0.7805,,,,,,,TSE
Y9999,加權指數,2015/06/12,9304.75,9339.33,9263.41,9301.93,"4,438,188","83,259,876",-0.006,0.2584,"673,952,198","27,082,402",,,-0.006,100,100,"791,580",,14.7727,,1.6222,,0.9576,,3.6609,-0.56,0.8161,,,,,,,TSE
Y9999,加權指數,2015/06/11,9330.99,9358.48,9251.18,9302.49,"5,385,056","98,794,030",0.0429,0.3109,"673,951,784","27,085,025",,,0.0429,100,100,"931,735",,14.7736,,1.6223,,0.9577,,3.6606,3.99,1.1539,,,,,,,TSE
Y9999,加權指數,2015/06/10,9246.66,9334.5,9246.66,9298.5,"5,573,210","98,950,673",1.16,0.3274,"673,951,784","27,072,969",,,1.1534,100,100,"936,154",,14.767,,1.6216,,0.9572,,3.6622,106.63,0.9556,,,,,,,TSE
Y9999,加權指數,2015/06/09,9346.11,9363.52,9191.87,9191.87,"6,363,723","108,865,553",-1.8846,0.4187,"673,946,434","26,760,714",,,-1.9026,100,100,"1,117,500",,14.5972,,1.603,,0.9462,,3.7045,-176.56,1.8322,,,,,,,TSE
Y9999,加權指數,2015/06/08,9324.22,9419.22,9258.98,9368.43,"5,366,753","96,140,487",0.303,0.3275,"673,946,422","27,277,207",,,0.3025,100,100,"960,292",,14.8777,,1.6338,,0.9644,,3.6344,28.3,1.7156,,,,,,,TSE
Y9999,加權指數,2015/06/05,9328.02,9371.41,9272.94,9340.13,"6,120,810","111,662,467",-0.0909,0.3727,"673,946,290","27,194,667",,,-0.091,100,100,"1,074,049",,14.8324,,1.6288,,0.9615,,3.6454,-8.5,1.0533,,,,,,,TSE
Y9999,加權指數,2015/06/04,9537.09,9558.77,9325.01,9348.63,"7,512,610","137,606,014",-2.1754,0.4426,"673,934,774","27,220,418",,,-2.1994,100,100,"1,279,214",,14.8483,,1.6304,,0.9624,,3.6419,-207.89,2.4461,,,,,,,TSE
Y9999,加權指數,2015/06/03,9617.75,9645.48,9550.44,9556.52,"5,909,994","102,244,725",-0.6006,0.3432,"673,871,524","27,825,634",,,-0.6024,100,100,"1,016,594",,15.1777,,1.6666,,0.9837,,3.5627,-57.74,0.9885,,,,,,,TSE
Y9999,加權指數,2015/06/02,9619.88,9657.02,9584.56,9614.26,"5,518,704","100,319,471",-0.1187,0.3215,"673,871,524","27,995,195",,,-0.1188,100,100,"965,965",,15.2706,,1.6768,,0.9897,,3.5412,-11.43,0.7528,,,,,,,TSE
Y9999,加權指數,2015/06/01,9688.13,9692.34,9589.09,9625.69,"5,117,913","92,338,114",-0.777,0.2972,"673,871,272","28,026,766",,,-0.7801,100,100,"884,015",,15.2876,,1.6786,,0.9909,,3.5371,-75.38,1.0643,,,,,,,TSE
Y9999,加權指數,2015/05/29,9727.59,9747.27,9693,9701.07,"6,496,284","143,729,623",-0.1212,0.4772,"673,760,594","28,248,431",,,-0.1213,100,100,"963,830",,16.3545,,1.8342,,1.0235,,3.5094,-11.77,0.5587,,,,,,,TSE
Y9999,加權指數,2015/05/28,9741.57,9766.21,9704.93,9712.84,"6,343,828","115,389,625",0.1991,0.3634,"673,745,983","28,281,336",,,0.1989,100,100,"997,356",,16.3737,,1.8364,,1.0247,,3.5053,19.3,0.6322,,,,,,,TSE
Y9999,加權指數,2015/05/27,9666.89,9710.29,9648.71,9693.54,"5,959,614","102,139,702",0.2495,0.3571,"673,390,983","28,189,733",,,0.2492,100,100,"918,397",,16.3215,,1.8305,,1.0214,,3.5167,24.13,0.6369,,,,,,,TSE
Y9999,加權指數,2015/05/26,9688.31,9724.36,9649.62,9669.41,"5,040,137","79,860,039",0.2513,0.2595,"673,391,039","28,119,895",,,0.251,100,100,"779,123",,16.2822,,1.8261,,1.019,,3.5254,24.24,0.7749,,,,,,,TSE
Y9999,加權指數,2015/05/25,9654.28,9654.28,9589.32,9645.17,"4,733,534","76,977,513",0.0661,0.2342,"673,391,096","28,048,908",,,0.0661,100,100,"728,082",,16.2408,,1.8215,,1.0164,,3.5343,6.37,0.6739,,,,,,,TSE
Y9999,加權指數,2015/05/22,9606.51,9674.77,9606.51,9638.8,"5,692,444","99,773,167",0.6289,0.3269,"673,391,096","28,030,236",,,0.6269,100,100,"914,718",,16.2308,,1.8203,,1.0158,,3.5367,60.24,0.7126,,,,,,,TSE
Y9999,加權指數,2015/05/21,9647.53,9647.53,9536.16,9578.56,"5,495,831","96,794,500",-1.1022,0.3264,"673,391,096","27,853,534",,,-1.1083,100,100,"943,980",,16.1258,,1.8086,,1.0092,,3.5591,-106.75,1.1499,,,,,,,TSE
Y9999,加權指數,2015/05/20,9726.02,9736.09,9662.86,9685.31,"6,006,601","98,669,954",-0.3238,0.3283,"673,352,950","28,159,903",,,-0.3243,100,100,"963,295",,16.3063,,1.8287,,1.0205,,3.5198,-31.46,0.7536,,,,,,,TSE
Y9999,加權指數,2015/05/19,9623.95,9722.8,9623.95,9716.77,"6,558,000","108,489,411",1.1521,0.3677,"673,398,207","28,247,551",,,1.1455,100,100,"991,830",,16.3677,,1.8344,,1.0238,,3.5088,110.67,1.029,,,,,,,TSE
Y9999,加權指數,2015/05/18,9603.75,9612.44,9550.76,9606.1,"5,186,520","93,428,094",0.2779,0.3248,"673,398,207","27,924,502",,,0.2775,100,100,"879,330",,16.1818,,1.8136,,1.0122,,3.5494,26.62,0.6439,,,,,,,TSE
Y9999,加權指數,2015/05/15,9638.06,9644.83,9552.86,9579.48,"4,901,351","84,261,005",-0.3262,0.2981,"673,587,095","27,851,723",,,-0.3267,100,100,"821,524",,16.138,,1.8086,,1.0094,,3.5587,-31.35,0.9569,,,,,,,TSE
Y9999,加權指數,2015/05/14,9730.33,9734.55,9600.24,9610.83,"5,719,427","99,001,312",-1.1649,0.329,"673,587,155","27,944,105",,,-1.1718,100,100,"954,625",,16.1906,,1.8145,,1.0127,,3.4271,-113.28,1.3812,,,,,,,TSE
Y9999,加權指數,2015/05/13,9697.17,9743.33,9687.66,9724.11,"5,616,365","96,418,633",0.4481,0.32,"673,587,267","28,273,710",,,0.4471,100,100,"888,731",,16.3822,,1.836,,1.0247,,3.3869,43.38,0.5751,,,,,,,TSE
Y9999,加權指數,2015/05/12,9637.71,9702.67,9637.21,9680.73,"5,224,330","89,236,771",0.176,0.3218,"673,587,267","28,145,029",,,0.1759,100,100,"897,301",,16.3087,,1.8278,,1.0201,,3.4002,17.01,0.6774,,,,,,,TSE
Y9999,加權指數,2015/05/11,9763.94,9797.19,9635.88,9663.72,"5,667,335","96,227,341",-0.2918,0.3552,"673,587,483","28,092,314",,,-0.2922,100,100,"940,750",,16.2918,,1.8245,,1.0191,,3.4006,-28.28,1.6644,,,,,,,TSE
Y9999,加權指數,2015/05/08,9724.29,9760.51,9692,9692,"4,908,798","84,710,933",-0.1248,0.3008,"673,548,435","28,177,264",,,-0.1249,100,100,"811,827",,16.3269,,1.8298,,1.0212,,3.3783,-12.11,0.706,,,,,,,TSE
Y9999,加權指數,2015/05/07,9789.82,9789.82,9704.11,9704.11,"5,892,695","95,421,536",-1.162,0.3464,"673,548,435","28,213,281",,,-1.1688,100,100,"902,452",,16.3472,,1.8321,,1.0225,,3.3781,-114.09,0.873,,,,,,,TSE
Y9999,加權指數,2015/05/06,9780.39,9829.43,9735.94,9818.2,"5,746,814","97,732,148",-0.0197,0.3553,"673,548,435","28,545,428",,,-0.0197,100,100,"946,704",,16.5385,,1.8535,,1.0345,,3.3424,-1.93,0.952,,,,,,,TSE
Y9999,加權指數,2015/05/05,9849.13,9855.64,9788.13,9820.13,"5,211,353","91,994,839",-0.253,0.3204,"673,548,435","28,549,862",,,-0.2533,100,100,"860,619",,16.5407,,1.8538,,1.0346,,3.3438,-24.91,0.6857,,,,,,,TSE
Y9999,加權指數,2015/05/04,9853.51,9871.65,9800.48,9845.04,"5,334,499","99,034,716",0.2545,0.3436,"673,548,435","28,625,513",,,0.2542,100,100,"869,764",,16.5853,,1.8588,,1.0374,,3.3339,24.99,0.7247,,,,,,,TSE
Y9999,加權指數,2015/04/30,9841.15,9894.9,9820.05,9820.05,"5,308,551","113,354,129",-0.3428,0.3954,"673,371,935","28,532,971",,,-0.3434,100,100,"998,945",,16.5273,,1.8515,,1.0333,,3.324,-33.78,0.7596,,,,,,,TSE
Y9999,加權指數,2015/04/29,9934.82,9978.87,9842.5,9853.83,"6,257,225","114,996,622",-1.0345,0.4301,"673,133,684","28,621,221",,,-1.0399,100,100,"1,063,477",,16.5808,,1.8575,,1.0367,,3.2725,-103,1.3696,,,,,,,TSE
Y9999,加權指數,2015/04/28,9998.08,10014.28,9918.01,9956.83,"6,429,869","118,166,427",-0.1633,0.4191,"673,133,684","28,923,869",,,-0.1635,100,100,"1,060,989",,16.7582,,1.8774,,1.0478,,3.1443,-16.29,0.9653,,,,,,,TSE
Y9999,加權指數,2015/04/27,9941.18,10002.58,9937.04,9973.12,"6,949,305","132,148,192",0.6036,0.5137,"673,133,742","28,972,515",,,0.6018,100,100,"1,129,116",,16.7872,,1.8807,,1.0496,,3.1145,59.84,0.6611,,,,,,,TSE
Y9999,加權指數,2015/04/24,9839.71,9961.31,9839.71,9913.28,"7,901,237","168,637,243",1.1818,0.5696,"673,150,742","28,799,101",,,1.1749,100,100,"1,309,641",,16.6869,,1.8694,,1.0434,,3.1002,115.79,1.2411,,,,,,,TSE
Y9999,加權指數,2015/04/23,9655.3,9814.88,9655.3,9797.49,"7,896,791","144,526,139",1.9192,0.5438,"673,109,992","28,463,317",,,1.901,100,100,"1,237,028",,16.4925,,1.8477,,1.0312,,3.1352,184.49,1.66,,,,,,,TSE
Y9999,加權指數,2015/04/22,9549.61,9630.79,9549.61,9613,"5,740,755","104,685,071",0.8288,0.3212,"673,109,725","27,928,074",,,0.8254,100,100,"879,319",,16.1809,,1.8128,,1.0117,,3.1966,79.02,0.8515,,,,,,,TSE
Y9999,加權指數,2015/04/21,9554.8,9598.86,9512.64,9533.98,"5,173,309","94,463,486",-0.1975,0.3165,"673,109,725","27,697,941",,,-0.1977,100,100,"861,574",,16.0493,,1.798,,1.0035,,3.2236,-18.87,0.9026,,,,,,,TSE
Y9999,加權指數,2015/04/20,9541.83,9572.65,9508.57,9552.85,"4,912,281","91,460,781",-0.1889,0.2966,"673,109,725","27,753,457",,,-0.1891,100,100,"835,649",,16.0814,,1.8016,,1.0055,,3.2048,-18.08,0.6695,,,,,,,TSE
Y9999,加權指數,2015/04/17,9608.6,9615.52,9570.93,9570.93,"5,148,406","99,134,368",-0.8899,0.307,"673,109,725","27,805,878",,,-0.8939,100,100,"891,062",,16.1102,,1.8048,,1.0073,,3.1896,-85.94,0.4617,,,,,,,TSE
Y9999,加權指數,2015/04/16,9578.71,9656.87,9578.71,9656.87,"5,454,887","104,637,603",1.2244,0.3346,"673,109,785","28,055,756",,,1.217,100,100,"951,717",,16.2557,,1.8211,,1.0164,,3.1603,116.81,0.8193,,,,,,,TSE
Y9999,加權指數,2015/04/15,9629.7,9654.15,9508.14,9540.06,"5,776,807","114,465,047",-1.0595,0.3665,"673,109,785","27,717,772",,,-1.0652,100,100,"1,021,714",,16.0583,,1.799,,1.0041,,3.198,-102.16,1.5143,,,,,,,TSE
Y9999,加權指數,2015/04/14,9646.28,9664.1,9631.19,9642.22,"5,377,952","94,828,954",-0.2514,0.3108,"673,109,785","28,015,157",,,-0.2517,100,100,"860,303",,16.2298,,1.8183,,1.0149,,3.1639,-24.3,0.3405,,,,,,,TSE
Y9999,加權指數,2015/04/13,9622.64,9666.52,9622.59,9666.52,"4,689,419","86,796,279",0.5076,0.2828,"673,112,785","28,084,791",,,0.5063,100,100,"836,307",,16.2696,,1.8229,,1.0174,,3.1559,48.82,0.4568,,,,,,,TSE
Y9999,加權指數,2015/04/10,9626.88,9648.34,9582.84,9617.7,"4,888,368","92,668,765",0.519,0.3015,"673,112,185","27,939,726",,,0.5177,100,100,"869,673",,16.1859,,1.8135,,1.0122,,3.1738,49.66,0.6846,,,,,,,TSE
Y9999,加權指數,2015/04/09,9597.21,9663.05,9559.71,9568.04,"5,487,812","100,860,943",-0.0411,0.3232,"673,112,195","27,794,932",,,-0.0411,100,100,"940,893",,16.1109,,1.8044,,1.0174,,3.1915,-3.93,1.0796,,,,,,,TSE
Y9999,加權指數,2015/04/08,9646.07,9654.67,9562,9571.97,"4,964,321","94,461,032",-0.7253,0.2979,"673,062,271","27,803,863",,,-0.7279,100,100,"917,947",,16.1141,,1.8048,,1.0176,,3.1842,-69.93,0.9611,,,,,,,TSE
Y9999,加權指數,2015/04/07,9619.97,9653.97,9613.33,9641.9,"4,475,869","93,042,457",0.4331,0.3021,"673,042,420","28,005,700",,,0.4322,100,100,"855,949",,16.3732,,1.818,,1.025,,3.1613,41.58,0.4233,,,,,,,TSE
Y9999,加權指數,2015/04/02,9535.98,9628.95,9535.98,9600.32,"4,444,159","94,545,360",0.9746,0.2815,"673,190,062","27,885,930",,,0.9699,100,100,"839,636",,16.3459,,1.8103,,1.0204,,3.1744,92.66,0.9778,,,,,,,TSE
Y9999,加權指數,2015/04/01,9575.11,9575.11,9503.53,9507.66,"4,767,155","87,244,876",-0.8218,0.2703,"673,190,062","27,617,334",,,-0.8252,100,100,"830,210",,16.2075,,1.7928,,1.0106,,3.2053,-78.78,0.7467,,,,,,,TSE
Y9999,加權指數,2015/03/31,9568.38,9594.75,9527.87,9586.44,"5,582,681","107,060,380",0.6781,0.3296,"673,290,279","27,847,000",,,0.6758,100,100,"938,261",,16.35,,1.8077,,1.019,,3.1791,64.57,0.7024,,,,,,,TSE
Y9999,加權指數,2015/03/30,9533.38,9556.25,9503.53,9521.87,"4,730,427","92,563,917",0.191,0.2718,"672,772,877","27,642,611",,,0.1908,100,100,"866,239",,16.2293,,1.7943,,1.0114,,3.1784,18.15,0.5547,,,,,,,TSE
Y9999,加權指數,2015/03/27,9593.07,9608.44,9503.72,9503.72,"5,202,683","114,397,156",-1.1997,0.3383,"672,781,611","27,590,566",,,-1.2069,100,100,"945,939",,16.1966,,1.7907,,1.0094,,3.1606,-115.4,1.0887,,,,,,,TSE
Y9999,加權指數,2015/03/26,9579.63,9619.12,9540.03,9619.12,"5,409,431","120,170,809",-0.5038,0.3377,"672,782,030","27,927,407",,,-0.5051,100,100,"924,760",,16.395,,1.8126,,1.0217,,3.1164,-48.71,0.8181,,,,,,,TSE
Y9999,加權指數,2015/03/25,9739.25,9743.58,9653.47,9667.83,"5,204,949","96,868,024",-0.6559,0.2967,"672,781,321","28,068,986",,,-0.6581,100,100,"878,488",,16.4791,,1.8219,,1.0269,,3.1093,-63.83,0.9259,,,,,,,TSE
Y9999,加權指數,2015/03/24,9759.96,9768.71,9701.33,9731.66,"5,482,580","97,574,070",-0.2709,0.2962,"672,786,295","28,255,685",,,-0.2712,100,100,"870,967",,16.587,,1.8338,,1.0336,,3.0749,-26.43,0.6905,,,,,,,TSE
Y9999,加權指數,2015/03/23,9759.88,9775.63,9729.81,9758.09,"5,613,302","104,895,147",0.0862,0.3324,"672,795,157","28,333,939",,,0.0861,100,100,"964,548",,16.6612,,1.8389,,1.0373,,3.0549,8.4,0.47,,,,,,,TSE
Y9999,加權指數,2015/03/20,9706.35,9749.69,9705.32,9749.69,"5,786,926","122,255,394",0.1331,0.3867,"672,797,258","28,308,500",,,0.133,100,100,"1,012,923",,16.6457,,1.8372,,1.0363,,3.0431,12.96,0.4557,,,,,,,TSE
Y9999,加權指數,2015/03/19,9668.01,9745.59,9668.01,9736.73,"6,277,815","118,243,967",0.8629,0.3604,"672,805,210","28,271,436",,,0.8592,100,100,"1,064,485",,16.624,,1.8348,,1.035,,3.0121,83.3,0.8037,,,,,,,TSE
Y9999,加權指數,2015/03/18,9563.74,9653.43,9561.5,9653.43,"5,546,829","107,569,431",1.1949,0.3381,"672,805,245","28,028,927",,,1.1879,100,100,"950,199",,16.4808,,1.819,,1.0261,,3.0922,113.99,0.9637,,,,,,,TSE
Y9999,加權指數,2015/03/17,9555.1,9629.8,9539.44,9539.44,"5,065,590","98,232,445",0.2789,0.304,"672,805,533","27,698,776",,,0.2785,100,100,"858,373",,16.2863,,1.7975,,1.014,,3.1325,26.53,0.9499,,,,,,,TSE
Y9999,加權指數,2015/03/16,9583.45,9590.76,9512.91,9512.91,"4,272,083","83,938,633",-0.6936,0.2687,"672,805,804","27,623,130",,,-0.696,100,100,"765,183",,16.241,,1.7925,,1.0111,,3.1298,-66.44,0.8127,,,,,,,TSE
Y9999,加權指數,2015/03/13,9608.44,9633.51,9579.35,9579.35,"4,765,227","88,452,992",-0.1735,0.2995,"672,804,848","27,815,463",,,-0.1737,100,100,"795,705",,16.3651,,1.8053,,1.0183,,3.0999,-16.65,0.5644,,,,,,,TSE
Y9999,加權指數,2015/03/12,9537.23,9608.02,9530.74,9596,"5,614,913","97,163,348",0.7647,0.3547,"672,804,695","27,865,067",,,0.7618,100,100,"908,970",,16.4069,,1.8086,,1.0202,,3.0874,72.82,0.8115,,,,,,,TSE
Y9999,加權指數,2015/03/11,9503.28,9561.81,9472.54,9523.18,"5,039,426","97,041,708",-0.14,0.3356,"672,804,695","27,653,207",,,-0.1401,100,100,"892,462",,16.2812,,1.7947,,1.0124,,3.0923,-13.35,0.9361,,,,,,,TSE
