daily_return,open,close,open_close_return,gap,gap_return,cope_senti_score,chn_senti,booking_senti,std_pos_ant,std_neg_ant,std_pos_jou,std_neg_jou,std_sum_ant,std_sum_jou,lag1_daily_return,lag1_open,lag1_close,lag1_open_close_return,lag1_gap,lag1_gap_return,lag1_volume,lag1_market_turn,lag1_cpi_grate,lag1_ipi_grate,lag1_un_rate,lag1_M1B_grate,lag1_new_issue_stock_ratio,lag1_shtmrg,lag1_cope_senti_score,lag1_new_num,lag1_chn_senti,lag1_booking_senti,lag1_std_pos_ant,lag1_std_neg_ant,lag1_std_pos_jou,lag1_std_neg_jou,lag1_std_sum_ant,lag1_std_sum_jou
-1.0881,7748.57,7616.64,-1.7026367445864123,48.13999999999942,0.6251598936682681,4.314197025702479,-0.5867768595041323,-0.9338842975206612,0.9526878144061603,-1.4531271541075808,0.6823670450939693,-1.2576761896423303,0.7305682053841204,0.0684880650443195,-0.8318,7766.09,7700.43,-0.8454705005993988,1.069999999999709,0.0137797455769554,3659803000.0,0.3712,1.12,20.03,4.16,3.97,0.229,7.96,3.923427441596045,118.0,-0.6271186440677966,-0.864406779661017,0.5386134402694011,-1.13977699359063,0.3754059929146268,-1.0547305810398788,0.2928518641081654,-0.2905609120148826
1.526,7697.28,7732.87,0.4623711233058969,80.63999999999942,1.0587345601209903,6.722367125513889,-0.55,-0.85,1.314760499595568,-1.1987427702566502,1.1843522244098112,-0.8269805091637943,1.3128614459405965,1.345559994811709,-1.0881,7748.57,7616.64,-1.7026367445864123,48.13999999999942,0.6251598936682681,4774599000.0,0.4978,1.12,20.03,4.16,3.97,0.229,7.77,4.314197025702479,121.0,-0.5867768595041323,-0.9338842975206612,0.9526878144061603,-1.4531271541075808,0.6823670450939693,-1.2576761896423303,0.7305682053841204,0.0684880650443195
-0.1028,7725.36,7724.92,-0.0056955274576149,-7.510000000000218,-0.0971178876665483,5.227762752849003,-0.6581196581196581,-0.8803418803418803,0.6443163103359311,-0.5560096127517831,0.691598956437709,-0.5721710228073829,0.6552632255512368,0.704983978921996,1.526,7697.28,7732.87,0.4623711233058969,80.63999999999942,1.0587345601209903,3431132000.0,0.356,1.12,20.03,4.16,3.97,0.229,7.13,6.722367125513889,120.0,-0.55,-0.85,1.314760499595568,-1.1987427702566502,1.1843522244098112,-0.8269805091637943,1.3128614459405965,1.345559994811709
0.4425,7746.79,7759.1,0.158904526907279,21.86999999999989,0.2831097279971817,4.97080314088983,-0.7796610169491526,-0.9830508474576272,0.7256281244214506,-1.112983779984523,0.66390322240649,-0.9487478743252652,0.5541102770092239,0.315334236772521,-0.1028,7725.36,7724.92,-0.0056955274576149,-7.510000000000218,-0.0971178876665483,2622100000.0,0.247,1.12,20.03,4.16,3.97,0.229,7.11,5.227762752849003,117.0,-0.6581196581196581,-0.8803418803418803,0.6443163103359311,-0.5560096127517831,0.691598956437709,-0.5721710228073829,0.6552632255512368,0.704983978921996
-0.1923,7773.2,7744.18,-0.3733340194514425,14.099999999999454,0.1817221069453861,5.7434047996639785,-0.6451612903225806,-0.8709677419354839,0.7946411543183328,-1.0042213024179276,0.8554653827890872,-1.0592404834532667,0.6878620267435629,0.5540202044766497,0.4425,7746.79,7759.1,0.158904526907279,21.86999999999989,0.2831097279971817,2764855000.0,0.259,1.12,20.03,4.16,3.97,0.229,7.03,4.97080314088983,118.0,-0.7796610169491526,-0.9830508474576272,0.7256281244214506,-1.112983779984523,0.66390322240649,-0.9487478743252652,0.5541102770092239,0.315334236772521
-0.6223,7717.04,7695.99,-0.2727729803136978,-27.140000000000327,-0.35045673008634,5.346718586567796,-0.6949152542372882,-0.8983050847457628,0.9965595005666318,-1.3971718291653774,0.9166267954413624,-1.3568940427368623,0.8106149207670725,0.3928561750012124,-0.1923,7773.2,7744.18,-0.3733340194514425,14.099999999999454,0.1817221069453861,2817736000.0,0.2714,1.12,20.03,4.16,3.97,0.229,6.91,5.7434047996639785,124.0,-0.6451612903225806,-0.8709677419354839,0.7946411543183328,-1.0042213024179276,0.8554653827890872,-1.0592404834532667,0.6878620267435629,0.5540202044766497
-0.3042,7695.25,7672.58,-0.2945973165264295,-0.7399999999997817,-0.0096153971094008,4.53319381352564,-0.6,-0.9076923076923076,1.0222016924706234,-1.3898368082414014,0.7931499812188447,-1.379443554803801,0.8478196362657942,0.1541702072970837,-0.6223,7717.04,7695.99,-0.2727729803136978,-27.140000000000327,-0.35045673008634,3202135000.0,0.3056,1.12,20.03,4.16,3.97,0.229,7.02,5.346718586567796,118.0,-0.6949152542372882,-0.8983050847457628,0.9965595005666318,-1.3971718291653774,0.9166267954413624,-1.3568940427368623,0.8106149207670725,0.3928561750012124
0.5486,7685.67,7714.67,0.3773255942552829,13.090000000000146,0.1706075400973355,5.100425009384385,-0.6216216216216216,-0.927927927927928,0.6885669314763809,-0.8542847869047678,0.5888939427386056,-0.7255077048625685,0.6020409239590975,0.3846959709771396,-0.3042,7695.25,7672.58,-0.2945973165264295,-0.7399999999997817,-0.0096153971094008,2819972000.0,0.2793,1.12,20.03,4.16,3.97,0.229,7.0,4.53319381352564,130.0,-0.6,-0.9076923076923076,1.0222016924706234,-1.3898368082414014,0.7931499812188447,-1.379443554803801,0.8478196362657942,0.1541702072970837
1.132,7744.15,7802.0,0.7470154891111402,29.479999999999563,0.3821291124571701,5.2505516495689655,-0.603448275862069,-0.913793103448276,0.7405779519587147,-0.6415886862174767,0.8046898703985192,-0.6150150957345671,0.752212217254053,0.8661480083974334,0.5486,7685.67,7714.67,0.3773255942552829,13.090000000000146,0.1706075400973355,2693968000.0,0.2717,1.12,20.03,4.16,3.97,0.229,7.08,5.100425009384385,111.0,-0.6216216216216216,-0.927927927927928,0.6885669314763809,-0.8542847869047678,0.5888939427386056,-0.7255077048625685,0.6020409239590975,0.3846959709771396
0.3971,7832.95,7832.98,0.0003829974658301,30.949999999999815,0.3966931556011256,6.119381691395664,-0.5934959349593496,-0.8211382113821138,0.8482750839281865,-0.5582919665476327,1.060875410187294,-0.6916834367621599,0.9282950378281496,1.249677597528854,1.132,7744.15,7802.0,0.7470154891111402,29.479999999999563,0.3821291124571701,3309582000.0,0.3138,1.12,20.03,4.16,3.97,0.229,7.06,5.2505516495689655,116.0,-0.603448275862069,-0.913793103448276,0.7405779519587147,-0.6415886862174767,0.8046898703985192,-0.6150150957345671,0.752212217254053,0.8661480083974334
0.2175,7832.87,7850.02,0.2189491208203448,-0.1099999999996725,-0.0014043186628801,5.686120951210826,-0.5726495726495726,-0.8974358974358975,0.8005896257084233,-0.7430791103450853,0.9027789284257528,-0.7999210946834674,0.79447252272552,0.872268161415488,0.3971,7832.95,7832.98,0.0003829974658301,30.949999999999815,0.3966931556011256,3676369000.0,0.3699,1.12,20.03,4.16,3.97,0.229,7.06,6.119381691395664,123.0,-0.5934959349593496,-0.8211382113821138,0.8482750839281865,-0.5582919665476327,1.060875410187294,-0.6916834367621599,0.9282950378281496,1.249677597528854
0.0758,7853.75,7855.97,0.0282667515518097,3.729999999999563,0.0475158025075039,6.0032744868421055,-0.5964912280701754,-0.8947368421052632,0.953246039528332,-0.6762932725693295,0.8393095379375429,-0.9194335086382444,1.024695154969205,0.6519426527655231,0.2175,7832.87,7850.02,0.2189491208203448,-0.1099999999996725,-0.0014043186628801,3408160000.0,0.3595,1.12,20.03,4.16,3.97,0.229,5.85,5.686120951210826,117.0,-0.5726495726495726,-0.8974358974358975,0.8005896257084233,-0.7430791103450853,0.9027789284257528,-0.7999210946834674,0.79447252272552,0.872268161415488
0.8553,7882.76,7923.16,0.5125108464547904,26.789999999999964,0.3410145405341411,5.904340573230593,-0.547945205479452,-0.9041095890410958,1.1775902399114295,-0.5703410185306542,1.2847492602729798,-0.9487478743252652,1.36597794506966,1.4128816780103095,0.0758,7853.75,7855.97,0.0282667515518097,3.729999999999563,0.0475158025075039,3109050000.0,0.3119,2.96,-8.48,4.24,5.66,0.2469,5.7,6.0032744868421055,114.0,-0.5964912280701754,-0.8947368421052632,0.953246039528332,-0.6762932725693295,0.8393095379375429,-0.9194335086382444,1.024695154969205,0.6519426527655231
-0.4571,7896.67,7886.94,-0.1232164950542503,-26.48999999999978,-0.3343363001630635,5.680005161443662,-0.6619718309859155,-0.9154929577464788,1.235610728205943,-1.0791394097183575,1.3632205066947665,-1.2148321167151463,1.2517413118467875,1.3108791277093996,0.8553,7882.76,7923.16,0.5125108464547904,26.789999999999964,0.3410145405341411,4052564000.0,0.4388,2.96,-8.48,4.24,5.66,0.2469,5.57,5.904340573230593,146.0,-0.547945205479452,-0.9041095890410958,1.1775902399114295,-0.5703410185306542,1.2847492602729798,-0.9487478743252652,1.36597794506966,1.4128816780103095
0.2499,7925.26,7906.65,-0.2348187945884498,38.32000000000062,0.4858665084304003,6.057361374067164,-0.5970149253731343,-0.9104477611940298,1.2341402545778062,-1.020247472838942,1.3112910053862312,-1.0547305810398788,1.2720076255247723,1.363920453865873,-0.4571,7896.67,7886.94,-0.1232164950542503,-26.48999999999978,-0.3343363001630635,3414352000.0,0.3796,2.96,-8.48,4.24,5.66,0.2469,5.42,5.680005161443662,142.0,-0.6619718309859155,-0.9154929577464788,1.235610728205943,-1.0791394097183575,1.3632205066947665,-1.2148321167151463,1.2517413118467875,1.3108791277093996
0.4664,8000.69,7943.53,-0.71443837968975,94.03999999999996,1.189378561084656,6.861605064775911,-0.6302521008403361,-0.9327731092436976,0.9274267488411796,-0.3301801587007942,0.8923930281640458,-0.4120694871321155,1.1207350339017044,1.2047964753964535,0.2499,7925.26,7906.65,-0.2348187945884498,38.32000000000062,0.4858665084304003,3820401000.0,0.4192,2.96,-8.48,4.24,5.66,0.2469,5.28,6.057361374067164,134.0,-0.5970149253731343,-0.9104477611940298,1.2341402545778062,-1.020247472838942,1.3112910053862312,-1.0547305810398788,1.2720076255247723,1.363920453865873
0.2184,7974.4,7960.88,-0.1695425361155639,30.86999999999989,0.3886181584257867,5.775107636915205,-0.6140350877192983,-0.912280701754386,0.7235247898163705,-0.276106847541429,0.7516063801720164,-0.2564778538702359,0.8673387723138591,1.0966737720774893,0.4664,8000.69,7943.53,-0.71443837968975,94.03999999999996,1.189378561084656,3677764000.0,0.4221,2.96,-8.48,4.24,5.66,0.2469,5.4,6.861605064775911,119.0,-0.6302521008403361,-0.9327731092436976,0.9274267488411796,-0.3301801587007942,0.8923930281640458,-0.4120694871321155,1.1207350339017044,1.2047964753964535
0.8569,8021.31,8029.1,0.0971163064387233,60.43000000000029,0.7590869351127048,7.436843444519774,-0.7457627118644068,-0.8983050847457628,1.29070581476142,-0.5780877749075648,1.0389496207459124,-0.3669704629982374,1.5149538548289048,1.504683973281128,0.2184,7974.4,7960.88,-0.1695425361155639,30.86999999999989,0.3886181584257867,3457909000.0,0.3771,2.96,-8.48,4.24,5.66,0.2469,5.61,5.775107636915205,114.0,-0.6140350877192983,-0.912280701754386,0.7235247898163705,-0.276106847541429,0.7516063801720164,-0.2564778538702359,0.8673387723138591,1.0966737720774893
-0.8923,8020.52,7957.46,-0.7862333115558642,-8.579999999999927,-0.1068612920501666,5.607778388716814,-0.6106194690265486,-0.8761061946902655,0.8837976522906349,-0.8017894366673521,0.7366045242384396,-0.7841364362366101,0.8840391631732228,0.5927811735909955,0.8569,8021.31,8029.1,0.0971163064387233,60.43000000000029,0.7590869351127048,4367004000.0,0.4903,2.96,-8.48,4.24,5.66,0.2469,5.69,7.436843444519774,118.0,-0.7457627118644068,-0.8983050847457628,1.29070581476142,-0.5780877749075648,1.0389496207459124,-0.3669704629982374,1.5149538548289048,1.504683973281128
-0.1224,7947.88,7947.72,-0.0020131154471362,-9.579999999999927,-0.1203901747542548,4.560454518627451,-0.7478991596638656,-0.8991596638655462,0.7656413082499361,-1.552044640029831,0.8450794825273802,-1.5530747977192323,0.442028770551688,0.0888885751045014,-0.8923,8020.52,7957.46,-0.7862333115558642,-8.579999999999927,-0.1068612920501666,3567015000.0,0.3784,2.96,-8.48,4.24,5.66,0.2469,5.59,5.607778388716814,113.0,-0.6106194690265486,-0.8761061946902655,0.8837976522906349,-0.8017894366673521,0.7366045242384396,-0.7841364362366101,0.8840391631732228,0.5927811735909955
0.4928,7979.15,7986.89,0.0970028135829091,31.42999999999938,0.3954593266999766,5.619796212308869,-0.5412844036697247,-0.926605504587156,0.6603103759149592,-0.5904641283497807,0.6835210340119368,-0.6623690710751391,0.6637294480833038,0.609101581639141,-0.1224,7947.88,7947.72,-0.0020131154471362,-9.579999999999927,-0.1203901747542548,3563790000.0,0.3758,2.96,-8.48,4.24,5.66,0.2469,5.52,4.560454518627451,119.0,-0.7478991596638656,-0.8991596638655462,0.7656413082499361,-1.552044640029831,0.8450794825273802,-1.5530747977192323,0.442028770551688,0.0888885751045014
-0.4909,7986.87,7947.68,-0.4906803290901141,-0.0200000000004365,-0.0002504103599828,5.74876367892954,-0.5121951219512195,-0.8211382113821138,0.8180310437632639,-0.607953495522477,0.860081338460957,-0.617270046941261,0.8689256234630857,0.9620304056802884,0.4928,7979.15,7986.89,0.0970028135829091,31.42999999999938,0.3954593266999766,2965323000.0,0.2977,2.96,-8.48,4.24,5.66,0.2469,5.53,5.619796212308869,109.0,-0.5412844036697247,-0.926605504587156,0.6603103759149592,-0.5904641283497807,0.6835210340119368,-0.6623690710751391,0.6637294480833038,0.609101581639141
-0.8402,7891.41,7880.9,-0.1331827898943308,-56.27000000000044,-0.7080053550218482,5.693353570370371,-0.5555555555555556,-0.8632478632478633,1.1102741636093358,-1.5251951798359316,1.2132019473589977,-1.6500376996070705,0.9149719539016844,0.6519426527655231,-0.4909,7986.87,7947.68,-0.4906803290901141,-0.0200000000004365,-0.0002504103599828,3330313000.0,0.3508,2.96,-8.48,4.24,5.66,0.2469,5.55,5.74876367892954,123.0,-0.5121951219512195,-0.8211382113821138,0.8180310437632639,-0.607953495522477,0.860081338460957,-0.617270046941261,0.8689256234630857,0.9620304056802884
0.2167,7886.03,7897.98,0.1515337882305776,5.130000000000109,0.0650940882386543,5.033033743098959,-0.609375,-0.9375,1.0820235657475965,-1.2713736654656989,1.007791919960791,-1.2148321167151463,0.9728922245108932,0.682543417855796,-0.8402,7891.41,7880.9,-0.1331827898943308,-56.27000000000044,-0.7080053550218482,3093745000.0,0.3154,2.96,-8.48,4.24,5.66,0.2469,5.38,5.693353570370371,117.0,-0.5555555555555556,-0.8632478632478633,1.1102741636093358,-1.5251951798359316,1.2132019473589977,-1.6500376996070705,0.9149719539016844,0.6519426527655231
0.8439,7917.72,7964.63,0.5924685389228194,19.74000000000069,0.249937325746592,4.946742640373333,-0.648,-0.936,0.7482790897679398,-0.8326130028395385,0.7516063801720164,-0.8134508019236308,0.6904121730216883,0.5927811735909955,0.2167,7886.03,7897.98,0.1515337882305776,5.130000000000109,0.0650940882386543,3081490000.0,0.3131,2.96,-8.48,4.24,5.66,0.2469,5.43,5.033033743098959,128.0,-0.609375,-0.9375,1.0820235657475965,-1.2713736654656989,1.007791919960791,-1.2148321167151463,0.9728922245108932,0.682543417855796
-1.2215,7966.22,7867.34,-1.2412411407166777,1.5900000000001455,0.01996326257466,4.257416743110236,-0.6062992125984252,-0.8740157480314961,0.7335612673519981,-1.5235527474339163,0.6569792888986853,-1.5282703344455992,0.4097090564280891,-0.221199177810264,0.8439,7917.72,7964.63,0.5924685389228194,19.74000000000069,0.249937325746592,3337408000.0,0.3448,1.35,-0.32,4.17,6.03,0.0096,5.49,4.946742640373333,125.0,-0.648,-0.936,0.7482790897679398,-0.8326130028395385,0.7516063801720164,-0.8134508019236308,0.6904121730216883,0.5927811735909955
0.8309,7910.44,7932.71,0.2815266913092121,43.099999999999454,0.547834465016123,7.106931490884194,-0.6525821596244131,-0.9530516431924884,3.2232806042653954,-2.365163470285428,3.191138952755212,-2.4279958659164675,3.43528213625589,3.4447724800044304,-1.2215,7966.22,7867.34,-1.2412411407166777,1.5900000000001455,0.01996326257466,3543349000.0,0.3718,1.35,-0.32,4.17,6.03,0.0096,5.38,4.257416743110236,127.0,-0.6062992125984252,-0.8740157480314961,0.7335612673519981,-1.5235527474339163,0.6569792888986853,-1.5282703344455992,0.4097090564280891,-0.221199177810264
0.2217,7958.11,7950.3,-0.0981388797088692,25.39999999999964,0.3201932252660142,7.241324622276423,-0.6292682926829268,-0.9219512195121952,3.0666036430533388,-1.998304533790562,3.118437650923262,-2.0784784288789124,3.363429658329538,3.632457172558104,0.8309,7910.44,7932.71,0.2815266913092121,43.099999999999454,0.547834465016123,3593008000.0,0.3652,1.35,-0.32,4.17,6.03,0.0096,5.4,7.106931490884194,213.0,-0.6525821596244131,-0.9530516431924884,3.2232806042653954,-2.365163470285428,3.191138952755212,-2.4279958659164675,3.43528213625589,3.4447724800044304
0.1284,7950.9,7960.51,0.1208668201084227,0.5999999999994543,0.0075468850231998,7.438815197769953,-0.6901408450704225,-0.9248826291079812,3.474338201340781,-2.292310112700689,3.1449793960365136,-2.148381916286424,3.799937968539202,3.616136764509959,0.2217,7958.11,7950.3,-0.0981388797088692,25.39999999999964,0.3201932252660142,3923678000.0,0.3897,1.35,-0.32,4.17,6.03,0.0096,5.52,7.241324622276423,205.0,-0.6292682926829268,-0.9219512195121952,3.0666036430533388,-1.998304533790562,3.118437650923262,-2.0784784288789124,3.363429658329538,3.632457172558104
0.6863,7981.0,8015.14,0.4277659441172826,20.48999999999978,0.2573955688768657,6.867827501734539,-0.4841628959276018,-0.918552036199095,3.0962840129305533,-2.2313550448760124,2.989190892110908,-2.0266145511249527,3.3152737410327737,3.450892633022485,0.1284,7950.9,7960.51,0.1208668201084227,0.5999999999994543,0.0075468850231998,3629314000.0,0.3685,1.35,-0.32,4.17,6.03,0.0096,5.48,7.438815197769953,213.0,-0.6901408450704225,-0.9248826291079812,3.474338201340781,-2.292310112700689,3.1449793960365136,-2.148381916286424,3.799937968539202,3.616136764509959
0.2942,8021.88,8038.72,0.209925852792614,6.739999999999782,0.0840908580511354,7.691860948059965,-0.671957671957672,-0.9682539682539684,2.716414901747356,-1.269455520956553,2.914181612443023,-1.6928817725342544,3.168420908761344,3.620216866521995,0.6863,7981.0,8015.14,0.4277659441172826,20.48999999999978,0.2573955688768657,4161212000.0,0.4476,1.35,-0.32,4.17,6.03,0.0096,5.54,6.867827501734539,221.0,-0.4841628959276018,-0.918552036199095,3.0962840129305533,-2.2313550448760124,2.989190892110908,-2.0266145511249527,3.3152737410327737,3.450892633022485
-0.5475,8039.0,7994.71,-0.5509391715387482,0.2799999999997453,0.0034831415946785,5.8206519530183725,-0.6220472440944882,-0.889763779527559,0.9302313577618916,-1.1477329871218012,1.1104969336598944,-1.0502206786264912,0.8157461685101861,1.0130316808307434,0.2942,8021.88,8038.72,0.209925852792614,6.739999999999782,0.0840908580511354,4284798000.0,0.47,1.35,-0.32,4.17,6.03,0.0096,5.6,7.691860948059965,189.0,-0.671957671957672,-0.9682539682539684,2.716414901747356,-1.269455520956553,2.914181612443023,-1.6928817725342544,3.168420908761344,3.620216866521995
0.01,8018.9,7995.51,-0.2916858920799539,24.1899999999996,0.3025750777701705,4.556281096626984,-0.746031746031746,-0.9682539682539684,0.7740681784746866,-1.2873857985492312,0.7758401474493329,-1.3050301649829026,0.5532955680511863,0.1908911254054112,-0.5475,8039.0,7994.71,-0.5509391715387482,0.2799999999997453,0.0034831415946785,4200531000.0,0.447,1.35,-0.32,4.17,6.03,0.0096,5.5,5.8206519530183725,127.0,-0.6220472440944882,-0.889763779527559,0.9302313577618916,-1.1477329871218012,1.1104969336598944,-1.0502206786264912,0.8157461685101861,1.0130316808307434
-0.5472,8002.42,7951.76,-0.6330584998038075,6.909999999999855,0.0864235051922873,4.676380070507247,-0.6347826086956522,-0.9130434782608696,0.7607685710815326,-1.1017522805457451,0.6362074883752712,-1.2576761896423303,0.6055416187113091,-0.0131139751964082,0.01,8018.9,7995.51,-0.2916858920799539,24.1899999999996,0.3025750777701705,3736890000.0,0.3689,1.35,-0.32,4.17,6.03,0.0096,5.32,4.556281096626984,126.0,-0.746031746031746,-0.9682539682539684,0.7740681784746866,-1.2873857985492312,0.7758401474493329,-1.3050301649829026,0.5532955680511863,0.1908911254054112
-0.3052,7989.67,7927.49,-0.7782549216676069,37.909999999999854,0.4767498013018483,5.076041747330729,-0.796875,-0.96875,1.1248268550929563,-1.4439428821072908,1.058567432351359,-1.4290524813510674,0.9652001444652908,0.5785008165488681,-0.5472,8002.42,7951.76,-0.6330584998038075,6.909999999999855,0.0864235051922873,3529811000.0,0.3492,1.35,-0.32,4.17,6.03,0.0096,5.13,4.676380070507247,115.0,-0.6347826086956522,-0.9130434782608696,0.7607685710815326,-1.1017522805457451,0.6362074883752712,-1.2576761896423303,0.6055416187113091,-0.0131139751964082
-1.4652,7886.69,7811.34,-0.9554071479923704,-40.80000000000018,-0.5146647930177166,3.063746406467662,-0.6268656716417911,-0.8955223880597015,0.7040750443404498,-1.7461559966276825,0.7366045242384396,-1.726706040634663,0.2860445290266574,-0.2599601469246096,-0.3052,7989.67,7927.49,-0.7782549216676069,37.909999999999854,0.4767498013018483,4000121000.0,0.4127,1.35,-0.32,4.17,6.03,0.0096,5.22,5.076041747330729,128.0,-0.796875,-0.96875,1.1248268550929563,-1.4439428821072908,1.058567432351359,-1.4290524813510674,0.9652001444652908,0.5785008165488681
