date,pos_ant,neg_ant,pos_jou,neg_jou,sum_ant,sum_jou,std_pos_ant,std_neg_ant,std_pos_jou,std_neg_jou,std_sum_ant,std_sum_jou
2013-01-21,767.9534119580001,-196.681228249,1932,-877,571.272183709,1055,0.6443163103359311,-0.5560096127517831,0.691598956437709,-0.5721710228073829,0.6552632255512368,0.704983978921996
2013-01-22,796.804729131,-252.25958113800002,1908,-1044,544.545147993,864,0.7256281244214506,-1.112983779984523,0.66390322240649,-0.9487478743252653,0.5541102770092239,0.31533423677252104
2013-01-23,821.292152478,-241.40658343200002,2074,-1093,579.885569046,981,0.7946411543183328,-1.0042213024179276,0.8554653827890872,-1.0592404834532667,0.6878620267435629,0.5540202044766497
2013-01-24,892.937464001,-280.617635449,2127,-1225,612.319828552,902,0.9965595005666318,-1.3971718291653774,0.9166267954413623,-1.3568940427368623,0.8106149207670725,0.3928561750012124
2013-01-25,902.035908304,-279.885701357,2020,-1235,622.150206947,785,1.0222016924706234,-1.3898368082414014,0.7931499812188447,-1.3794435548038013,0.8478196362657942,0.1541702072970837
2013-01-26,168.799030001,-37.656522383,380,-135,131.142507618,245,-1.0442835349357509,1.0376441843667152,-1.0993918442477781,1.1010027725594957,-1.0104813392601073,-0.9474573359527411
2013-01-27,143.242542659,-34.488486800000004,252,-131,108.754055859,121,-1.1163095133328946,1.0693924080704507,-1.247102425747612,1.1100225773862715,-1.0952141892767566,-1.200423660698997
2013-01-28,783.654558464,-226.44498366599998,1843,-945,557.2095747980001,898,0.6885669314763809,-0.8542847869047678,0.5888939427386056,-0.7255077048625685,0.6020409239590975,0.38469597097713965
2013-01-29,802.109274612,-205.220841439,2030,-896,596.8884331730001,1134,0.7405779519587147,-0.6415886862174767,0.8046898703985192,-0.6150150957345671,0.752212217254053,0.8661480083974334
2013-01-30,840.322714418,-196.908975732,2252,-930,643.413738686,1322,0.8482750839281865,-0.5582919665476327,1.060875410187294,-0.6916834367621599,0.9282950378281497,1.2496775975288539
2013-01-31,823.402808066,-215.348188341,2115,-978,608.0546197250001,1137,0.8005896257084233,-0.7430791103450853,0.9027789284257528,-0.7999210946834674,0.79447252272552,0.872268161415488
2013-02-01,877.568843631,-208.683881308,2060,-1031,668.8849623230001,1029,0.953246039528332,-0.6762932725693295,0.8393095379375429,-0.9194335086382445,1.024695154969205,0.6519426527655231
2013-02-02,242.080704611,-36.81236199999999,632,-159,205.26834261099998,473,-0.8377534182677958,1.0461038723907798,-0.8085866369199799,1.046883943598842,-0.7299396865173756,-0.4823257065805929
2013-02-03,88.38728145199997,-26.288478574999992,129,-74,62.098802876999976,55,-1.2709083752888533,1.1515681566310907,-1.3890430626576087,1.238554796167824,-1.2717888178382637,-1.335067027096198
2013-02-04,957.171368233,-198.111305216,2446,-1044,759.060063017,1402,1.1775902399114297,-0.5703410185306542,1.2847492602729798,-0.9487478743252653,1.3659779450696599,1.4128816780103095
2013-02-05,977.758382914,-248.88237899,2514,-1162,728.876003924,1352,1.235610728205943,-1.0791394097183575,1.3632205066947665,-1.2148321167151463,1.2517413118467875,1.3108791277093996
2013-02-06,977.236624772,-243.005774575,2469,-1091,734.230850197,1378,1.2341402545778062,-1.0202474728389421,1.3112910053862312,-1.0547305810398788,1.2720076255247723,1.3639204538658727
2013-02-07,301.906799342,-57.059608441,657,-274,244.847190901,383,-0.6691452308820851,0.8431976573081806,-0.7797369139707936,0.7875645548290428,-0.5801468981598618,-0.6659302971222303
2013-02-08,272.36177327300004,-44.68448505,554,-229,227.67728822300003,325,-0.7524121282812292,0.9672139997656556,-0.8985977725214412,0.8890373591302686,-0.6451292740774193,-0.7842532554712855
2013-02-09,78.896979326,-9.386943850000002,158,-42,69.51003547599998,116,-1.2976549420905548,1.3209455803775807,-1.3555773840365526,1.3107132347820292,-1.2437397652727094,-1.2106239157290881
2013-02-10,93.55286125900003,-9.036658700000002,276,-55,84.51620255900002,221,-1.2563501954181688,1.324455935931026,-1.219406691716393,1.2813988690950084,-1.1869464095527238,-0.9964185600971778
2013-02-11,143.48405032700003,-22.321648192,282,-63,121.16240213500004,219,-1.1156288710425308,1.1913214406756463,-1.2124827582085884,1.263359259441457,-1.048252722031202,-1.0004986621092142
2013-02-12,106.478527117,-23.06644565,239,-91,83.41208146700001,148,-1.2199217255193728,1.183857510523648,-1.262104281681189,1.2002206256540278,-1.1911251409762151,-1.145342283536506
2013-02-13,91.07915953400001,-26.503011717,173,-80,64.57614781700002,93,-1.2633218415846204,1.1494182293320951,-1.3382675502670407,1.2250250889276606,-1.2624128904851746,-1.2575450888675066
2013-02-14,123.899174276,-14.619830083,244,-58,109.279344193,186,-1.1708250269337133,1.268504615499226,-1.2563343370913516,1.2746340154749267,-1.0932261474907754,-1.0678203453078146
2013-02-15,112.092728418,-17.09147475,279,-71,95.00125366799999,208,-1.2040991934079863,1.2437352195286948,-1.2159447249624908,1.2453196497879058,-1.1472639753853562,-1.0229392231754142
2013-02-16,32.998407184,-9.4352045,74,-37,23.563202684000004,37,-1.4270111216515258,1.3204619400041868,-1.4525124531458187,1.3219879908154986,-1.4176332588296976,-1.3717879452045254
2013-02-17,125.685071185,-16.152716,273,-64,109.532355185,209,-1.1657918245821615,1.2531429177751316,-1.2228686584702955,1.2611043082347633,-1.0922685849639657,-1.020899172169396
2013-02-18,868.4075605730001,-174.14655819,2106,-806,694.261002383,1300,0.9274267488411797,-0.33018015870079426,0.8923930281640458,-0.4120694871321155,1.1207350339017044,1.2047964753964537
2013-02-19,796.058417239,-168.750786274,1984,-737,627.307630965,1247,0.7235247898163705,-0.276106847541429,0.7516063801720164,-0.2564778538702359,0.8673387723138591,1.0966737720774893
2013-02-20,997.3073972210001,-198.884324837,2233,-786,798.4230723840001,1447,1.29070581476142,-0.5780877749075648,1.0389496207459124,-0.3669704629982374,1.5149538548289048,1.5046839732811281
2013-02-21,852.926945404,-221.20667052299999,1971,-971,631.720274881,1000,0.8837976522906349,-0.8017894366673521,0.7366045242384396,-0.7841364362366101,0.8840391631732228,0.5927811735909955
2013-02-22,811.0023346170001,-296.07180952299996,2065,-1312,514.9305250940001,753,0.7656413082499361,-1.5520446400298307,0.8450794825273802,-1.5530747977192323,0.442028770551688,0.08888857510450149
2013-02-23,773.628477311,-200.1193145,1925,-917,573.509162811,1008,0.6603103759149592,-0.5904641283497807,0.6835210340119368,-0.6623690710751391,0.6637294480833038,0.609101581639141
2013-02-24,87.761950351,-22.062744633,191,-99,65.699205718,92,-1.272670749114683,1.193916022678744,-1.3174957497436266,1.1821810160004764,-1.258162489532496,-1.2595851398735247
2013-02-25,829.59142764,-201.864512532,2078,-897,627.726915108,1181,0.8180310437632639,-0.607953495522477,0.860081338460957,-0.617270046941261,0.8689256234630857,0.9620304056802885
2013-02-26,933.2860633720001,-293.392603087,2384,-1355,639.8934602850001,1029,1.1102741636093358,-1.5251951798359316,1.2132019473589977,-1.6500376996070703,0.9149719539016844,0.6519426527655231
2013-02-27,923.2620961490001,-268.064710832,2206,-1162,655.197385317,1044,1.0820235657475963,-1.2713736654656989,1.007791919960791,-1.2148321167151463,0.9728922245108932,0.682543417855796
2013-02-28,81.89327241699999,-23.766749941,174,-68,58.12652247599999,106,-1.2892104740165244,1.176839465205388,-1.3371135613490734,1.2520845034079875,-1.2868225791302523,-1.23102442578927
2013-03-01,804.841816888,-224.28243801600001,1984,-984,580.559378872,1000,0.7482790897679398,-0.8326130028395385,0.7516063801720164,-0.8134508019236308,0.6904121730216883,0.5927811735909955
2013-03-02,126.133866618,-28.495168768,290,-99,97.63869785,191,-1.1645269821282898,1.12945398144059,-1.2032508468648488,1.1821810160004764,-1.1372821256037673,-1.0576200902777235
2013-03-03,69.53165253399999,-14.961922299999998,158,-43,54.56973023399999,115,-1.3240492902721306,1.265076364790521,-1.3555773840365526,1.3084582835753353,-1.3002838558110135,-1.2126639667351062
2013-03-04,799.619592204,-293.22871094799996,1902,-1301,506.39088125600006,601,0.7335612673519981,-1.5235527474339163,0.6569792888986853,-1.5282703344455992,0.4097090564280891,-0.22119917781026402
2013-03-05,1683.029746914,-377.209872915,4098,-1700,1305.819873999,2398,3.2232806042653954,-2.365163470285428,3.1911389527552116,-2.4279958659164675,3.43528213625589,3.4447724800044304
2013-03-06,1627.437127902,-340.602402349,4035,-1545,1286.834725553,2490,3.0666036430533388,-1.998304533790562,3.118437650923262,-2.0784784288789124,3.363429658329538,3.6324571725581043
2013-03-07,1772.110804118,-369.940110949,4058,-1576,1402.170693169,2482,3.474338201340781,-2.292310112700689,3.1449793960365136,-2.1483819162864237,3.799937968539202,3.616136764509959
2013-03-08,1637.968411391,-363.857634473,3923,-1522,1274.110776918,2401,3.0962840129305533,-2.2313550448760124,2.9891908921109076,-2.0266145511249527,3.3152737410327737,3.450892633022485
2013-03-09,196.95805206900002,-47.751180174,463,-212,149.206871895,251,-0.9649228196694821,0.9364813516381028,-1.0036107640564795,0.927371529644065,-0.9421137234282596,-0.9352170299166319
2013-03-10,74.6318854,-16.757589958,144,-47,57.874295442000005,97,-1.3096752780179812,1.247081220162202,-1.371733228888097,1.2994384787485596,-1.2877771746365483,-1.249384884843434
2013-03-11,1503.1820419780001,-267.873306421,3858,-1374,1235.308735557,2484,2.7164149017473562,-1.269455520956553,2.914181612443023,-1.6928817725342544,3.1684209087613433,3.620216866521995
2013-03-12,869.402700854,-255.72707354699997,2295,-1089,613.675627307,1206,0.9302313577618916,-1.1477329871218012,1.1104969336598944,-1.0502206786264912,0.8157461685101861,1.0130316808307434
2013-03-13,813.992383583,-269.66250124199996,2005,-1202,544.329882341,803,0.7740681784746866,-1.2873857985492312,0.7758401474493329,-1.3050301649829026,0.5532955680511863,0.1908911254054112
2013-03-14,809.273374476,-251.13883214100002,1884,-1181,558.1345423349999,703,0.7607685710815326,-1.1017522805457451,0.6362074883752712,-1.2576761896423305,0.6055416187113091,-0.013113975196408216
2013-03-15,938.4496957719999,-285.28474254,2250,-1257,653.1649532319999,993,1.1248268550929563,-1.4439428821072908,1.058567432351359,-1.4290524813510674,0.9652001444652907,0.5785008165488681
2013-03-16,216.36355981100002,-34.12622365,436,-176,182.23733616100003,260,-0.9102321783968105,1.0730228002249884,-1.0347684648416007,1.0085497730850457,-0.8171043925125479,-0.9168565708624682
2013-03-17,13.368298867,-5.43073295,24,-18,7.937565917,6,-1.4823347558682767,1.3605924420941449,-1.5102118990441913,1.364832063742683,-1.476771101448074,-1.4350295263910895
2013-03-18,789.157196525,-315.441450184,1971,-1389,473.715746341,582,0.7040750443404498,-1.7461559966276823,0.7366045242384396,-1.726706040634663,0.2860445290266574,-0.25996014692460967
2013-03-19,851.672174589,-310.846530626,2048,-1304,540.825643963,744,0.8802613253140384,-1.7001083654675835,0.8254616709219335,-1.535035188065681,0.5400331902815262,0.07052811605033774
2013-03-20,1040.9941445900001,-354.757938773,2524,-1606,686.2362058170002,918,1.413828397303111,-2.1401631478311116,1.374760395874441,-2.216030452487241,1.0903638456140798,0.4254969910975035
2013-03-21,879.089003447,-254.585622283,2101,-1194,624.503381164,907,0.9575303136776779,-1.1362940215145823,0.8866230835742085,-1.2869905553293512,0.8567256186954165,0.40305643003130337
2013-03-22,997.7525287880001,-346.628174139,2303,-1543,651.124354649,760,1.2919603313230892,-2.058691339987801,1.119728845003634,-2.0739685264655248,0.9574771569385623,0.10316893214662884
2013-03-23,183.103601196,-62.47947359999999,401,-225,120.62412759600001,176,-1.0039688891049736,0.788882897576515,-1.0751580769704616,0.8980571639570443,-1.0502899122876712,-1.0882208553679964
2013-03-24,47.519379383,-8.15166705,118,-53,39.367712333,65,-1.3860865917693668,1.3333248113410463,-1.4017369407552507,1.285908771508396,-1.3578184417940768,-1.3146665170360161
2013-03-25,925.5818061990001,-274.72353651599997,2285,-1136,650.8582696830001,1149,1.088561216392345,-1.3381045723261629,1.0989570444802197,-1.1562033853411047,0.9564701137647666,0.8967487734877063
2013-03-26,1016.78039499,-272.853090013,2587,-1300,743.927304977,1287,1.345586663520812,-1.3193600372831318,1.4474616977063905,-1.5260153832389054,1.308705484644784,1.178275812318217
2013-03-27,1147.247110964,-286.96149232199997,2616,-1326,860.2856186420001,1290,1.7132816734233047,-1.4607463004337078,1.4809273763274466,-1.5846441146129469,1.749083034914794,1.1843959653362717
2013-03-28,1188.010502142,-318.658951245,2775,-1462,869.3515508969999,1313,1.828165346327594,-1.7783999347954795,1.6644116142842718,-1.8913174787233182,1.7833945758061913,1.2313171384746902
2013-03-29,1027.9080137830001,-252.93464694899998,2427,-1214,774.9733668340001,1213,1.376947688221539,-1.1197488998264142,1.2628234708315982,-1.3320895794632295,1.4262045118778452,1.0273120378728708
2013-03-30,156.99780849500002,-24.935670308,394,-147,132.06213818700002,247,-1.0775429775921823,1.1651252201058346,-1.0832359993962337,1.0739433580791689,-1.0070008431582504,-0.9433772339407047
2013-03-31,82.690337984,-29.172992925,154,-97,53.51734505899999,57,-1.2869641000707788,1.1226612190474814,-1.3601933397084225,1.1866909184138643,-1.3042667839809872,-1.3309869250841615
2013-04-01,1138.939400896,-370.696481708,2685,-1427,768.2429191880001,1258,1.6898680118398473,-2.299890023794035,1.560552611667201,-1.8123941864890314,1.4007320041282114,1.1191143331436895
2013-04-02,1089.019374765,-288.748185266,2615,-1202,800.271189499,1413,1.5491781480263926,-1.4786515056594278,1.4797733874094792,-1.3050301649829026,1.5219483639626388,1.4353222390765095
2013-04-03,940.6669540380001,-246.129417948,2435,-1010,694.5375360900001,1425,1.1310757653532237,-1.0515508234417101,1.2720553821753378,-0.8720795332976724,1.121781622087972,1.459802851148728
2013-04-04,102.69980212599998,-14.054585833,221,-73,88.64521629299998,148,-1.2305713254009352,1.2741691670568371,-1.282876082204603,1.240809747374518,-1.1713194646792775,-1.145342283536506
2013-04-05,164.20172718400002,-38.7118384,341,-164,125.48988878400002,177,-1.0572401368721287,1.0270684164789936,-1.1443974120485088,1.0356091875653726,-1.0318746231288798,-1.0861808043619783
2013-04-06,141.74377225099997,-33.752231834,351,-121,107.99154041699997,230,-1.1205335056047698,1.0767707302992113,-1.1328575228688342,1.1325720894532105,-1.0981000568337393,-0.978058101043014
2013-04-07,39.47427060199999,-10.296355550000001,80,-43,29.17791505199999,37,-1.4087601628086341,1.3118319813241717,-1.4455885196380138,1.3084582835753353,-1.3963834383380629,-1.3717879452045254
2013-04-08,1170.463134794,-345.301235216,2757,-1646,825.1618995780001,1111,1.7787115115880787,-2.045393524144235,1.6436398137608577,-2.306228500754997,1.6161514301967295,0.819226835259015
2013-04-09,1030.395817752,-324.247036508,2343,-1425,706.148781244,918,1.3839590788140577,-1.8344004992958531,1.165888401722332,-1.8078842840756437,1.1657263264708875,0.4254969910975035
2013-04-10,1295.464688374,-402.586289888,3014,-1637,892.8783984859999,1377,2.1310040264896157,-2.6194712713661037,1.940214965678493,-2.285933939894752,1.8724358757398474,1.3618804028598546
2013-04-11,1055.038688647,-288.94478984799997,2427,-1246,766.093898799,1181,1.4534102073269313,-1.480621763280273,1.2628234708315982,-1.4042480180774344,1.392598676095349,0.9620304056802885
2013-04-12,1048.9915323540001,-331.211185009,2518,-1336,717.7803473450001,1182,1.4363674759571952,-1.904191175165222,1.3678364623666364,-1.607193626679886,1.2097479388853587,0.9640704566863068
2013-04-13,126.353193726,-36.054333266,306,-162,90.29886046,144,-1.1639088514231066,1.0537003987524254,-1.1847870241773695,1.0401190899787602,-1.16506097102855,-1.1535024875605786
2013-04-14,26.891178667000002,-14.351524249999999,49,-57,12.539654417000003,-8,-1.4442231548760198,1.2711934216644127,-1.4813621760950049,1.2768889666816206,-1.459353725792471,-1.4635902404753443
2013-04-15,841.608090332,-418.921224291,2074,-1655,422.686866041,419,0.8518976654111206,-2.7831705537842604,0.8554653827890872,-2.326523061615242,0.09291717446363743,-0.5924884609055753
2013-04-16,927.861006864,-372.595507181,2297,-1690,555.265499683,607,1.094984699231094,-2.3189209607757477,1.1128049114958292,-2.4054463538495288,0.5946832456831006,-0.20895887177415484
2013-04-17,937.047794425,-303.983034908,2378,-1313,633.0647595170001,1065,1.1208758693889078,-1.6313263736825203,1.2062780138511928,-1.5553297489259261,0.8891275907357088,0.725384488982178
2013-04-18,1082.468088399,-291.00406995599997,2715,-1349,791.464018443,1366,1.5307146243051355,-1.5012586796988459,1.5951722792062246,-1.6365079923669068,1.4886161482206979,1.3394398417936544
2013-04-19,1006.353008594,-280.461711723,2711,-1179,725.891296871,1532,1.316199107349793,-1.3956092515982783,1.5905563235343547,-1.2531662872289426,1.240445187497152,1.6780883087926746
2013-04-20,167.36465701699998,-26.750584458000002,447,-131,140.614072559,316,-1.0483260356196866,1.1469371982457044,-1.0220745867439587,1.1100225773862715,-0.9746346134477211,-0.8026137145254493
2013-04-21,55.780329067,-23.06773985,91,-77,32.712589217,14,-1.3628047152142175,1.1838445407983904,-1.432894641540372,1.2317899425477423,-1.3830058712287037,-1.4187091183429439
2013-04-22,814.892454179,-218.46928697,2177,-991,596.423167209,1186,0.7766048520181144,-0.7743569589925682,0.9743262413397349,-0.8292354603704882,0.7504513401925285,0.9722306607103796
2013-04-23,1006.15747723,-308.367919036,2451,-1380,697.789558194,1071,1.3156480403110813,-1.6752691510167552,1.290519204862817,-1.7064114797744179,1.1340894450743597,0.7376247950182871
2013-04-24,1041.562589063,-299.88834203,2503,-1261,741.6742470329999,1242,1.4154304472556087,-1.59029172552818,1.3505266285971245,-1.438072286177843,1.300178409038896,1.0864735170473985
2013-04-25,831.87796298,-251.07792900799998,2045,-1014,580.800033972,1031,0.8244751979539101,-1.101141944506239,0.8219997041680311,-0.8810993381244481,0.6913229726032559,0.6560227547775594
2013-04-26,962.8182478790001,-273.059553782,2500,-1247,689.758694097,1253,1.1935048695689126,-1.3214290979843764,1.3470646618432223,-1.4065029692841282,1.1036952931981965,1.1089140781135984
2013-04-27,174.11536753500002,-39.395367875,452,-201,134.71999966,251,-1.0293004737954774,1.0202184786825732,-1.0163046421541215,0.9521759929176979,-0.9969417207150827,-0.9352170299166319
2013-04-28,55.160482067,-13.59897915,69,-28,41.561502917,41,-1.3645516331702767,1.278734994211816,-1.4582823977356558,1.3422825516757437,-1.3495156734506926,-1.3636277411804527
2013-04-29,1065.644632595,-282.698222175,2867,-1204,782.9464104200001,1663,1.4833009931558803,-1.4180222682092216,1.7705785947372774,-1.3095400673962903,1.456379832334168,1.9453349905810582
2013-04-30,1129.0896897960001,-264.775953488,3074,-1252,864.3137363080001,1822,1.6621085208967863,-1.2384156379659763,2.00945430075654,-1.4177777253175978,1.764328121699564,2.2697031005379507
2013-05-01,180.491259585,-52.080683941,347,-183,128.410575644,164,-1.011331264768026,0.89309356431069,-1.137473478540704,0.9927651146381883,-1.0208207939352423,-1.112701467440215
2013-05-02,1021.202423378,-246.294480949,2821,-1135,774.9079424290001,1686,1.3580492886415272,-1.0532049895467497,1.7174951045107745,-1.1539484341344108,1.4259569022460596,1.9922561637194764
2013-05-03,1231.674067445,-293.93465324,3228,-1332,937.739414205,1896,1.9512225947346453,-1.5306272935433767,2.187168594123528,-1.5981738218531103,2.0422199125026634,2.420666874983297
2013-05-04,120.620575201,-28.867115316,321,-130,91.753459885,191,-1.1800651193998153,1.1257265478615284,-1.1674771904078578,1.1122775285929654,-1.1595557955818698,-1.0576200902777235
2013-05-05,87.34142246700002,-24.049771524,138,-76,63.291650943000015,62,-1.273855924991283,1.1740031862891138,-1.3786571623959016,1.2340448937544364,-1.2672742843029825,-1.3207866700540707
2013-05-06,1114.416456849,-280.317117081,3142,-1268,834.099339768,1874,1.6207548737733009,-1.394160207570739,2.087925547178327,-1.4538569446247003,1.649976671321213,2.3757857528508968
2013-05-07,1203.26516178,-350.719706465,3095,-1487,852.545455315,1608,1.8711576312546658,-2.099694314914586,2.0336880680338565,-1.9476912588906659,1.7197890888505056,1.8331321852500575
2013-05-08,1196.243919295,-312.17218074699997,3093,-1416,884.0717385480001,1677,1.851369627810444,-1.7133932656815312,2.031380090197922,-1.7875897232153986,1.839105594409688,1.9738957046653127
2013-05-09,1091.200562442,-219.892769456,2856,-1105,871.3077929860001,1751,1.555325400362027,-0.7886222786898553,1.7578847166396354,-1.0862998979335936,1.7907983020355798,2.124859479110659
2013-05-10,983.043826131,-289.158961508,2683,-1340,693.8848646229999,1343,1.2505067197353164,-1.4827680680153488,1.558244633831266,-1.6162134315066616,1.119311477474187,1.292518668655236
2013-05-11,148.413609334,-35.90951165,437,-160,112.504097684,277,-1.1017358697941895,1.0551517173823604,-1.0336144759236332,1.0446289923921481,-1.0810215271429782,-0.8821757037601589
2013-05-12,38.923331267,-18.183573650000007,74,-58,20.739757616999995,16,-1.4103128779415794,1.2327908348223304,-1.4525124531458187,1.2746340154749267,-1.428319060151184,-1.4146290163309074
2013-05-13,1104.8936090089999,-330.69073074100004,2901,-1469,774.2028782679998,1432,1.5939165832201259,-1.8989754829499284,1.8098142179481709,-1.9071021371701755,1.4232884686960652,1.4740832081908553
2013-05-14,970.755250553,-305.769496326,2442,-1351,664.9857542269999,1091,1.215873764616398,-1.6492292586883286,1.2801333046011099,-1.6410178947802947,1.0099379480690327,0.7784258151386511
2013-05-15,1049.544999915,-288.268149375,2621,-1344,761.27685054,1277,1.4379273164023485,-1.4738408630848712,1.486697320917284,-1.6252332363334372,1.3743677491850623,1.1578753022580353
2013-05-16,1225.3148523060001,-257.643557334,3025,-1180,967.6712949720002,1845,1.9333003863303762,-1.166938881247725,1.952908843776135,-1.2554212384356365,2.155502134562834,2.316624273676369
2013-05-17,890.1621735890001,-247.022632541,2115,-991,643.1395410480001,1124,0.9887378854680655,-1.0605021044393659,0.9027789284257528,-0.8292354603704882,0.9272572908867505,0.8457474983372515
2013-05-18,117.319532401,-36.705647583,296,-149,80.613884818,147,-1.1893684651303573,1.0471733026716483,-1.196326913357044,1.0694334556657812,-1.2017153854258564,-1.147382334542524
2013-05-19,128.864366901,-33.999401608,207,-143,94.86496529300001,64,-1.1568315992783333,1.0742937375154615,-1.2990319270561475,1.0829631629059446,-1.147779781594834,-1.3167065680420342
2013-05-20,729.50763453,-205.718643558,2036,-913,523.788990972,1123,0.5359643800634265,-0.6465773716725938,0.811613803906324,-0.6533492662483635,0.47555512014915086,0.8437074473312333
2013-05-21,799.191867616,-209.354387732,2228,-959,589.837479884,1269,0.7323558089678723,-0.6830127008668442,1.033179676156075,-0.7570770217562832,0.725526702152676,1.1415548942098896
2013-05-22,942.026621157,-275.797003546,2378,-1047,666.2296176110001,1331,1.134907722117464,-1.3488622391875786,1.2062780138511928,-0.955512727945347,1.014645557630079,1.2680380565830176
2013-05-23,904.323069887,-274.007506759,2140,-1276,630.3155631279999,864,1.0286476116051049,-1.3309289354659737,0.9316286513749391,-1.4718965542782516,0.8787227959869238,0.31533423677252104
2013-05-24,867.567285428,-291.253952199,2088,-1469,576.3133332289999,619,0.9250585971217543,-1.503762855281004,0.8716212276406315,-1.9071021371701755,0.6743423012634705,-0.18447825970193651
2013-05-25,120.63668037600002,-26.769114266000003,287,-148,93.86756611000001,139,-1.180019730103113,1.146751503207199,-1.2067128136187513,1.071688406872475,-1.1515546060574455,-1.1637027425906696
2013-05-26,56.540648235000006,-22.543068583,112,-93,33.997579652000006,19,-1.3606619038318684,1.189102493343186,-1.4086608742630555,1.1957107232406399,-1.3781426094465257,-1.4085088633128529
2013-05-27,816.5723151630001,-217.670718284,2060,-994,598.9015968790001,1066,0.7813392127823559,-0.7663541646357201,0.8393095379375429,-0.83600031399057,0.759831372888202,0.7274245399881962
2013-05-28,1014.75590271,-226.315348515,2495,-1055,788.440554195,1440,1.3398810266203593,-0.8529856582599067,1.341294717253385,-0.9735523375988983,1.4771733407673642,1.4904036162390009
2013-05-29,966.2294011570001,-252.580029567,2483,-976,713.6493715900001,1507,1.203118540220231,-1.1161951291448655,1.3274468502377754,-0.7954111922700796,1.194113568414425,1.6270870336422198
