,return,trade_num,sharpe_ratio
0.9_mix,-0.0533504069446481,380,4.2190191896541664
0.8_mix,-0.12560792437131474,560,3.3365149345664937
0.7_mix,-0.6195278753448143,1042,2.3452830413922796
0.9_mix_non_fee,0.4881495930553519,380,4.2190191896541664
0.8_mix_non_fee,0.6723920756286852,560,3.3365149345664937
0.7_mix_non_fee,0.8653221246551857,1042,2.3452830413922796
